bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
446875,1007,HB4001,4,Passed,2014-12-31,"Civil rights; public records; statewide standards for freedom of information act costs; modify. Amends secs. 4, 5 & 10 of 1976 PA 442 (MCL 15.234 et seq.).","Civil rights; public records; statewide standards for freedom of information act costs; modify. Amends secs. 4, 5 & 10 of 1976 PA 442 (MCL 15.234 et seq.).",0,,2014-12-31,"Assigned Pa 563'14 With Immediate Effect 2014 Addenda",https://legiscan.com/MI/bill/HB4001/2013,http://legislature.mi.gov/doc.aspx?2013-HB-4001
568347,1007,HB5030,1,Introduced,2013-10-01,"Financial institutions; credit unions; written disclosure of rights of account holders; require for joint accounts. Amends 1968 PA 41 (MCL 490.51 - 490.65) by adding sec. 14b.","Financial institutions; credit unions; written disclosure of rights of account holders; require for joint accounts. Amends 1968 PA 41 (MCL 490.51 - 490.65) by adding sec. 14b.",3057,"House Financial Services",2013-10-02,"Printed Bill Filed 10/02/2013",https://legiscan.com/MI/bill/HB5030/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5030
568349,1007,HB5031,1,Introduced,2013-10-01,"Financial institutions; savings banks; written disclosure of rights of account holders; require for joint accounts. Amends 1996 PA 354 (MCL 487.3101 - 487.3804) by adding sec. 435.","Financial institutions; savings banks; written disclosure of rights of account holders; require for joint accounts. Amends 1996 PA 354 (MCL 487.3101 - 487.3804) by adding sec. 435.",3057,"House Financial Services",2013-10-02,"Printed Bill Filed 10/02/2013",https://legiscan.com/MI/bill/HB5031/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5031
568348,1007,HB5032,1,Introduced,2013-10-01,"Financial institutions; banks; written disclosure of rights of account holders; require for joint accounts. Amends 1999 PA 276 (MCL 487.11101 - 487.15105) by adding sec. 4103a.","Financial institutions; banks; written disclosure of rights of account holders; require for joint accounts. Amends 1999 PA 276 (MCL 487.11101 - 487.15105) by adding sec. 4103a.",3057,"House Financial Services",2013-10-02,"Printed Bill Filed 10/02/2013",https://legiscan.com/MI/bill/HB5032/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5032
568367,1007,HB5033,1,Introduced,2013-10-01,"Mental health; other; written summary listing side effects of psychotrophic drugs; require distribution of by prescriber or licensed health professional. Amends sec. 719 of 1974 PA 258 (MCL 330.1719).","Mental health; other; written summary listing side effects of psychotrophic drugs; require distribution of by prescriber or licensed health professional. Amends sec. 719 of 1974 PA 258 (MCL 330.1719).",892,"House Health Policy",2013-10-02,"Printed Bill Filed 10/02/2013",https://legiscan.com/MI/bill/HB5033/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5033
568384,1007,HB5034,1,Introduced,2013-10-01,"Property tax; delinquent taxes; sales of tax reverted property; revise conditions for purchase. Amends sec. 78m of 1893 PA 206 (MCL 211.78m).","Property tax; delinquent taxes; sales of tax reverted property; revise conditions for purchase. Amends sec. 78m of 1893 PA 206 (MCL 211.78m).",825,"House Tax Policy",2013-10-02,"Printed Bill Filed 10/02/2013",https://legiscan.com/MI/bill/HB5034/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5034
568387,1007,HB5035,4,Passed,2014-12-31,"Higher education; community colleges; questions to applicants concerning military experience of the applicant and the applicant's parents or spouse; require. Amends 1966 PA 331 (MCL 389.1 - 389.195) by adding sec. 123a.","Higher education; community colleges; questions to applicants concerning military experience of the applicant and the applicant's parents or spouse; require. Amends 1966 PA 331 (MCL 389.1 - 389.195) by adding sec. 123a.",0,,2014-12-31,"Assigned Pa 482'14 With Immediate Effect 2014 Addenda",https://legiscan.com/MI/bill/HB5035/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5035
568392,1007,HB5036,4,Passed,2014-12-31,"Higher education; community colleges; acceptance of an American council on education transcript; allow, and clarify transferable credits. Amends 1966 PA 331 (MCL 389.1 - 389.195) by adding sec. 123a.","Higher education; community colleges; acceptance of an American council on education transcript; allow, and clarify transferable credits. Amends 1966 PA 331 (MCL 389.1 - 389.195) by adding sec. 123a.",0,,2014-12-31,"Assigned Pa 483'14 With Immediate Effect 2014 Addenda",https://legiscan.com/MI/bill/HB5036/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5036
568401,1007,HB5037,1,Introduced,2013-10-01,"Housing; landlord and tenants; maintenance of sanitary and safe conditions; require of occupant in areas under occupant's control. Amends secs. 74 & 132 of 1917 PA 167 (MCL 125.474 & 125.532).","Housing; landlord and tenants; maintenance of sanitary and safe conditions; require of occupant in areas under occupant's control. Amends secs. 74 & 132 of 1917 PA 167 (MCL 125.474 & 125.532).",2830,"House Local Government",2013-10-02,"Printed Bill Filed 10/02/2013",https://legiscan.com/MI/bill/HB5037/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5037
568372,1007,HB5038,1,Introduced,2013-10-01,"Children; services; child welfare caseloads; codify. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 18f.","Children; services; child welfare caseloads; codify. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 18f.",0,,2014-02-05,"Referred To Second Reading",https://legiscan.com/MI/bill/HB5038/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5038
568511,1007,HB5039,4,Passed,2014-07-16,"Children; protection; duties of children's ombudsman; expand. Amends secs. 4, 6 & 10 of 1994 PA 204 (MCL 722.924 et seq.).","Children; protection; duties of children's ombudsman; expand. Amends secs. 4, 6 & 10 of 1994 PA 204 (MCL 722.924 et seq.).",0,,2014-07-16,"Assigned Pa 243'14 With Immediate Effect",https://legiscan.com/MI/bill/HB5039/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5039
568503,1007,HB5040,1,Introduced,2013-10-02,"Liquor; retail sales; selling glass of beer as a pint if it contains less than 16 ounces of beer; prohibit. Amends 1998 PA 58 (MCL 436.1101 - 436.2303) by adding sec. 1006.","Liquor; retail sales; selling glass of beer as a pint if it contains less than 16 ounces of beer; prohibit. Amends 1998 PA 58 (MCL 436.1101 - 436.2303) by adding sec. 1006.",895,"House Regulatory Reform",2013-10-03,"Printed Bill Filed 10/03/2013",https://legiscan.com/MI/bill/HB5040/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5040
568524,1007,HB5041,4,Passed,2013-12-31,"Michigan business tax; administration; taxation of flow-through entities and unitary business groups; clarify. Amends sec. 500 of 2007 PA 36 (MCL 208.1500).","Michigan business tax; administration; taxation of flow-through entities and unitary business groups; clarify. Amends sec. 500 of 2007 PA 36 (MCL 208.1500).",0,,2013-12-31,"Assigned Pa 233'13 With Immediate Effect 2013 Addenda",https://legiscan.com/MI/bill/HB5041/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5041
568526,1007,HB5042,1,Introduced,2013-10-02,"Law enforcement; state police; posting of information concerning speed limit engineering and traffic investigation requests on website; require of state police. Amends sec. 628 of 1949 PA 300 (MCL 257.628).","Law enforcement; state police; posting of information concerning speed limit engineering and traffic investigation requests on website; require of state police. Amends sec. 628 of 1949 PA 300 (MCL 257.628).",2834,"House Transportation And Infrastructure",2013-10-03,"Printed Bill Filed 10/03/2013",https://legiscan.com/MI/bill/HB5042/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5042
568505,1007,HB5043,1,Introduced,2013-10-02,"Traffic control; speed restrictions; procedure to change a speed limit restriction on certain county roads; modify. Amends sec. 628 of 1949 PA 300 (MCL 257.628).","Traffic control; speed restrictions; procedure to change a speed limit restriction on certain county roads; modify. Amends sec. 628 of 1949 PA 300 (MCL 257.628).",2834,"House Transportation And Infrastructure",2013-10-03,"Printed Bill Filed 10/03/2013",https://legiscan.com/MI/bill/HB5043/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5043
568529,1007,HB5044,1,Introduced,2013-10-02,"Education; school districts; collection or use of biometric data by public schools; prohibit. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1136.","Education; school districts; collection or use of biometric data by public schools; prohibit. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1136.",818,"House Education",2013-10-03,"Printed Bill Filed 10/03/2013",https://legiscan.com/MI/bill/HB5044/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5044
568516,1007,HB5045,4,Passed,2014-12-31,"Vehicles; other; use of golf carts on local streets; allow under certain circumstances. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding sec. 657a.","Vehicles; other; use of golf carts on local streets; allow under certain circumstances. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding sec. 657a.",0,,2014-12-31,"Assigned Pa 491'14 With Immediate Effect 2014 Addenda",https://legiscan.com/MI/bill/HB5045/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5045
568507,1007,HB5046,4,Passed,2013-12-31,"Liquor; wine; bringing wine into an on-premises licensed establishment by consumer; allow. Amends sec. 1021 of 1998 PA 58 (MCL 436.2021).","Liquor; wine; bringing wine into an on-premises licensed establishment by consumer; allow. Amends sec. 1021 of 1998 PA 58 (MCL 436.2021).",0,,2013-12-31,"Assigned Pa 235'13 2013 Addenda",https://legiscan.com/MI/bill/HB5046/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5046
568517,1007,HB5047,1,Introduced,2013-10-02,"Vehicles; fund-raising registration plates; fund-raising and collector registration plate for breast cancer; create, and earmark revenue to breast and cervical cancer control program. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding sec. 811x.","Vehicles; fund-raising registration plates; fund-raising and collector registration plate for breast cancer; create, and earmark revenue to breast and cervical cancer control program. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding sec. 811x.",2834,"House Transportation And Infrastructure",2013-10-03,"Printed Bill Filed 10/03/2013",https://legiscan.com/MI/bill/HB5047/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5047
568520,1007,HB5048,4,Passed,2013-12-31,"Law enforcement; law enforcement information network (LEIN); access to law enforcement information network (LEIN); amend penal code to allow for department of corrections under certain circumstances. Amends sec. 430 of 1931 PA 328 (MCL 750.430).","Law enforcement; law enforcement information network (LEIN); access to law enforcement information network (LEIN); amend penal code to allow for department of corrections under certain circumstances. Amends sec. 430 of 1931 PA 328 (MCL 750.430).",0,,2013-12-31,"Assigned Pa 224'13 With Immediate Effect 2013 Addenda",https://legiscan.com/MI/bill/HB5048/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5048
568530,1007,HB5049,4,Passed,2013-12-31,"Criminal procedure; records; disclosure requirements concerning certain records of participation in the veterans treatment court; modify. Amends sec. 1209 of 1961 PA 236 (MCL 600.1209).","Criminal procedure; records; disclosure requirements concerning certain records of participation in the veterans treatment court; modify. Amends sec. 1209 of 1961 PA 236 (MCL 600.1209).",0,,2013-12-31,"Assigned Pa 225'13 With Immediate Effect 2013 Addenda",https://legiscan.com/MI/bill/HB5049/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5049
568604,1007,HB5050,4,Passed,2013-12-31,"Crimes; fraud; sale, purchase, installation, transfer, or possession of ""skimming"" devices; prohibit, and provide penalties. Amends sec. 411w of 1931 PA 328 (MCL 750.411w).","Crimes; fraud; sale, purchase, installation, transfer, or possession of ""skimming"" devices; prohibit, and provide penalties. Amends sec. 411w of 1931 PA 328 (MCL 750.411w).",0,,2013-12-31,"Assigned Pa 212'13 With Immediate Effect 2013 Addenda",https://legiscan.com/MI/bill/HB5050/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5050
568593,1007,HB5051,4,Passed,2013-12-31,"Crimes; identity theft; penalties for identity theft using personal identifying information; provide for Michigan penal code to mirror penalties for violating similar provision of the identity theft protection act. Amends sec. 539k of 1931 PA 328 (MCL 750.539k).","Crimes; identity theft; penalties for identity theft using personal identifying information; provide for Michigan penal code to mirror penalties for violating similar provision of the identity theft protection act. Amends sec. 539k of 1931 PA 328 (MCL 750.539k).",0,,2013-12-31,"Assigned Pa 213'13 With Immediate Effect 2013 Addenda",https://legiscan.com/MI/bill/HB5051/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5051
568595,1007,HB5052,4,Passed,2013-12-31,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of recording personal identifying information from financial transaction device transaction by nonparty; enact. Amends sec. 16aa, ch. XVII of 1927 PA 175 (MCL 777.16aa). TIE BAR WITH: HB 5051'13","Criminal procedure; sentencing guidelines; sentencing guidelines for crime of recording personal identifying information from financial transaction device transaction by nonparty; enact. Amends sec. 16aa, ch. XVII of 1927 PA 175 (MCL 777.16aa). TIE BAR WITH: HB 5051'13",0,,2013-12-31,"Assigned Pa 214'13 2013 Addenda",https://legiscan.com/MI/bill/HB5052/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5052
568600,1007,HB5053,4,Passed,2013-12-31,"Criminal procedure; jurisdiction; jurisdiction for prosecution of certain crimes involving ""skimming"" devices; expand. Amends sec. 10c, ch. II of 1927 PA 175 (MCL 762.10c).","Criminal procedure; jurisdiction; jurisdiction for prosecution of certain crimes involving ""skimming"" devices; expand. Amends sec. 10c, ch. II of 1927 PA 175 (MCL 762.10c).",0,,2013-12-31,"Assigned Pa 215'13 2013 Addenda",https://legiscan.com/MI/bill/HB5053/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5053
568596,1007,HB5054,4,Passed,2013-12-31,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of selling, purchasing, installing, transferring, or possessing skimming device; provide for. Amends sec. 16t, ch. XVII of 1927 PA 175 (MCL 777.16t). TIE BAR WITH: HB 5050'13","Criminal procedure; sentencing guidelines; sentencing guidelines for crime of selling, purchasing, installing, transferring, or possessing skimming device; provide for. Amends sec. 16t, ch. XVII of 1927 PA 175 (MCL 777.16t). TIE BAR WITH: HB 5050'13",0,,2013-12-31,"Assigned Pa 216'13 2013 Addenda",https://legiscan.com/MI/bill/HB5054/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5054
568586,1007,HB5055,1,Introduced,2013-10-03,"Criminal procedure; warrants; defraying of costs incurred by local unit of government in executing bench warrants; allow. Amends sec. 1f, ch. IX of 1927 PA 175 (MCL 769.1f).","Criminal procedure; warrants; defraying of costs incurred by local unit of government in executing bench warrants; allow. Amends sec. 1f, ch. IX of 1927 PA 175 (MCL 769.1f).",0,,2014-05-01,"Referred To Second Reading",https://legiscan.com/MI/bill/HB5055/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5055
568597,1007,HB5056,1,Introduced,2013-10-03,"School aid; categoricals; criteria for great start readiness program grants; modify. Amends sec. 32d of 1979 PA 94 (MCL 388.1632d).","School aid; categoricals; criteria for great start readiness program grants; modify. Amends sec. 32d of 1979 PA 94 (MCL 388.1632d).",889,"House Appropriations",2013-10-08,"Printed Bill Filed 10/04/2013",https://legiscan.com/MI/bill/HB5056/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5056
568582,1007,HB5057,1,Introduced,2013-10-03,"Property; other; adverse possession of property; eliminate. Amends secs. 5801, 5821 & 5867 of 1961 PA 236 (MCL 600.5801 et seq.).","Property; other; adverse possession of property; eliminate. Amends secs. 5801, 5821 & 5867 of 1961 PA 236 (MCL 600.5801 et seq.).",821,"House Judiciary",2013-10-08,"Printed Bill Filed 10/04/2013",https://legiscan.com/MI/bill/HB5057/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5057
568815,1007,HB5058,1,Introduced,2013-10-08,"Local government; other; opt-in provision for eligibility as a foreclosing governmental unit; allow. Amends sec. 78 of 1893 PA 206 (MCL 211.78).","Local government; other; opt-in provision for eligibility as a foreclosing governmental unit; allow. Amends sec. 78 of 1893 PA 206 (MCL 211.78).",1784,"Senate Local Government And Elections",2013-12-10,"Referred To Committee On Local Government And Elections",https://legiscan.com/MI/bill/HB5058/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5058
568813,1007,HB5059,1,Introduced,2013-10-08,"Legislature; committees; local government mandate panel; create, and prescribe its duties. Amends 1986 PA 268 (MCL 4.1101 - 4.1901) by adding ch. 7C. TIE BAR WITH: HB 5060'13","Legislature; committees; local government mandate panel; create, and prescribe its duties. Amends 1986 PA 268 (MCL 4.1101 - 4.1901) by adding ch. 7C. TIE BAR WITH: HB 5060'13",889,"House Appropriations",2013-10-09,"Printed Bill Filed 10/09/2013",https://legiscan.com/MI/bill/HB5059/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5059
568817,1007,HB5060,1,Introduced,2013-10-08,"State financing and management; other; implementation of section 29 of article IX of the state constitution and a fiscal note process; provide for, and repeal 1979 PA 101. Creates new act & repeals 1979 PA 101 (MCL 21.231 - 21.244).","State financing and management; other; implementation of section 29 of article IX of the state constitution and a fiscal note process; provide for, and repeal 1979 PA 101. Creates new act & repeals 1979 PA 101 (MCL 21.231 - 21.244).",889,"House Appropriations",2013-10-09,"Printed Bill Filed 10/09/2013",https://legiscan.com/MI/bill/HB5060/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5060
568805,1007,HB5061,1,Introduced,2013-10-08,"Animals; animal shelters; animal shelters to deny adoptions under certain circumstances; require, and allow animal shelters to consider prior criminal history before adoption. Amends sec. 1 of 1969 PA 287 (MCL 287.331) & adds sec. 8c. TIE BAR WITH: HB 5062'13, HB 5063'13","Animals; animal shelters; animal shelters to deny adoptions under certain circumstances; require, and allow animal shelters to consider prior criminal history before adoption. Amends sec. 1 of 1969 PA 287 (MCL 287.331) & adds sec. 8c. TIE BAR WITH: HB 5062'13, HB 5063'13",0,,2014-10-01,"Referred To Committee Of The Whole",https://legiscan.com/MI/bill/HB5061/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5061
568806,1007,HB5062,1,Introduced,2013-10-08,"Law enforcement; reports; access by animal shelter to certain criminal history record information through ICHAT; allow without a fee for purposes of animal adoption. Amends sec. 3 of 1935 PA 120 (MCL 28.273). TIE BAR WITH: HB 5061'13, HB 5063'13","Law enforcement; reports; access by animal shelter to certain criminal history record information through ICHAT; allow without a fee for purposes of animal adoption. Amends sec. 3 of 1935 PA 120 (MCL 28.273). TIE BAR WITH: HB 5061'13, HB 5063'13",0,,2014-10-01,"Referred To Committee Of The Whole",https://legiscan.com/MI/bill/HB5062/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5062
568807,1007,HB5063,1,Introduced,2013-10-08,"Criminal procedure; prosecuting attorneys; prosecuting attorneys to report charges of animal abuse to department of state police; require for purposes of animal adoption. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding sec. 1 to ch. XVI. TIE BAR WITH: HB 5061'13, HB 5062'13","Criminal procedure; prosecuting attorneys; prosecuting attorneys to report charges of animal abuse to department of state police; require for purposes of animal adoption. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding sec. 1 to ch. XVI. TIE BAR WITH: HB 5061'13, HB 5062'13",0,,2014-01-22,"Recommendation Concurred In",https://legiscan.com/MI/bill/HB5063/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5063
568814,1007,HB5064,4,Passed,2014-12-31,"Highways; name; designation of I-75 as the ""Tuskegee Airmen Memorial Highway""; provide for. Amends 2001 PA 142 (MCL 250.1001 - 250.2080) by adding sec. 84.","Highways; name; designation of I-75 as the ""Tuskegee Airmen Memorial Highway""; provide for. Amends 2001 PA 142 (MCL 250.1001 - 250.2080) by adding sec. 84.",0,,2014-12-31,"Assigned Pa 440'14 With Immediate Effect 2014 Addenda",https://legiscan.com/MI/bill/HB5064/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5064
568818,1007,HB5065,1,Introduced,2013-10-08,"Vehicles; emergency vehicles; part-time licensure for advanced life support; provide for ambulance service. Amends secs. 20920 & 20921 of 1978 PA 368 (MCL 333.20920 & 333.20921).","Vehicles; emergency vehicles; part-time licensure for advanced life support; provide for ambulance service. Amends secs. 20920 & 20921 of 1978 PA 368 (MCL 333.20920 & 333.20921).",892,"House Health Policy",2013-10-09,"Printed Bill Filed 10/09/2013",https://legiscan.com/MI/bill/HB5065/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5065
569031,1007,HB5066,1,Introduced,2013-10-09,"Appropriations; supplemental; multidepartmental zero-based budget for 2013-2014 fiscal year; provide for. Creates appropriation act.","Appropriations; supplemental; multidepartmental zero-based budget for 2013-2014 fiscal year; provide for. Creates appropriation act.",889,"House Appropriations",2013-10-10,"Printed Bill Filed 10/10/2013",https://legiscan.com/MI/bill/HB5066/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5066
569005,1007,HB5067,1,Introduced,2013-10-09,"Appropriations; supplemental; multidepartmental zero-based budget for 2013-2014 fiscal year; provide for. Creates appropriation act.","Appropriations; supplemental; multidepartmental zero-based budget for 2013-2014 fiscal year; provide for. Creates appropriation act.",889,"House Appropriations",2013-10-10,"Printed Bill Filed 10/10/2013",https://legiscan.com/MI/bill/HB5067/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5067
569018,1007,HB5068,1,Introduced,2013-10-09,"Appropriations; supplemental; multidepartmental zero-based budget for 2013-2014 fiscal year; provide for. Creates appropriation act.","Appropriations; supplemental; multidepartmental zero-based budget for 2013-2014 fiscal year; provide for. Creates appropriation act.",889,"House Appropriations",2013-10-10,"Printed Bill Filed 10/10/2013",https://legiscan.com/MI/bill/HB5068/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5068
568867,1007,HB5069,4,Passed,2014-07-16,"Property; other; prohibition on forcible entry by owner; provide exception if occupant is squatting. Amends secs. 2918, 5711 & 5714 of 1961 PA 236 (MCL 600.2918 et seq.).","Property; other; prohibition on forcible entry by owner; provide exception if occupant is squatting. Amends secs. 2918, 5711 & 5714 of 1961 PA 236 (MCL 600.2918 et seq.).",0,,2014-07-16,"Assigned Pa 223'14 With Immediate Effect",https://legiscan.com/MI/bill/HB5069/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5069
568895,1007,HB5070,4,Passed,2014-07-16,"Crimes; trespassing; definition of squatter; provide for, and provide penalties for squatting on certain premises. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 553.","Crimes; trespassing; definition of squatter; provide for, and provide penalties for squatting on certain premises. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 553.",0,,2014-07-16,"Assigned Pa 224'14 With Immediate Effect",https://legiscan.com/MI/bill/HB5070/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5070
568909,1007,HB5071,4,Passed,2014-07-16,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of squatting; enact. Amends sec. 16bb, ch. XVII of 1927 PA 175 (MCL 777.16bb). TIE BAR WITH: HB 5070'13","Criminal procedure; sentencing guidelines; sentencing guidelines for crime of squatting; enact. Amends sec. 16bb, ch. XVII of 1927 PA 175 (MCL 777.16bb). TIE BAR WITH: HB 5070'13",0,,2014-07-16,"Assigned Pa 225'14 With Immediate Effect",https://legiscan.com/MI/bill/HB5071/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5071
569107,1007,HB5072,4,Passed,2014-12-31,"Highways; name; designation of Michigan heritage routes; change to Pure Michigan byways. Amends title & secs. 1, 2, 4, 6, 7 & 8 of 1993 PA 69 (MCL 247.951 et seq.); adds sec. 7a & repeals sec. 5 of 1993 PA 69 (MCL 247.955).","Highways; name; designation of Michigan heritage routes; change to Pure Michigan byways. Amends title & secs. 1, 2, 4, 6, 7 & 8 of 1993 PA 69 (MCL 247.951 et seq.); adds sec. 7a & repeals sec. 5 of 1993 PA 69 (MCL 247.955).",0,,2014-12-31,"Assigned Pa 445'14 With Immediate Effect 2014 Addenda",https://legiscan.com/MI/bill/HB5072/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5072
569116,1007,HB5073,4,Passed,2013-12-31,"Traffic control; parking; angle parking on roadway; permit on state trunk line highway under certain circumstances. Amends sec. 675 of 1949 PA 300 (MCL 257.675).","Traffic control; parking; angle parking on roadway; permit on state trunk line highway under certain circumstances. Amends sec. 675 of 1949 PA 300 (MCL 257.675).",0,,2013-12-31,"Assigned Pa 247'13 With Immediate Effect 2013 Addenda",https://legiscan.com/MI/bill/HB5073/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5073
569106,1007,HB5074,4,Passed,2014-03-12,"Property tax; payment and collection; interest rate on uncollected taxes returned to county for collection; provide option to adjust interest rate. Amends sec. 87b of 1893 PA 206 (MCL 211.87b).","Property tax; payment and collection; interest rate on uncollected taxes returned to county for collection; provide option to adjust interest rate. Amends sec. 87b of 1893 PA 206 (MCL 211.87b).",0,,2014-03-12,"Assigned Pa 33'14 With Immediate Effect",https://legiscan.com/MI/bill/HB5074/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5074
569110,1007,HB5075,1,Introduced,2013-10-10,"Individual income tax; other; Michigan junior achievement fund; create. Creates new act. TIE BAR WITH: HB 5076'13","Individual income tax; other; Michigan junior achievement fund; create. Creates new act. TIE BAR WITH: HB 5076'13",825,"House Tax Policy",2013-10-15,"Printed Bill Filed 10/11/2013",https://legiscan.com/MI/bill/HB5075/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5075
569113,1007,HB5076,1,Introduced,2013-10-10,"Individual income tax; checkoff; donation to the Michigan junior achievement fund; provide check-off option. Amends sec. 435 of 1967 PA 281 (MCL 206.435). TIE BAR WITH: HB 5075'13","Individual income tax; checkoff; donation to the Michigan junior achievement fund; provide check-off option. Amends sec. 435 of 1967 PA 281 (MCL 206.435). TIE BAR WITH: HB 5075'13",825,"House Tax Policy",2013-10-15,"Printed Bill Filed 10/11/2013",https://legiscan.com/MI/bill/HB5076/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5076
569108,1007,HB5077,1,Introduced,2013-10-10,"Civil rights; other; breastfeeding in public places; protect as civil right. Creates new act.","Civil rights; other; breastfeeding in public places; protect as civil right. Creates new act.",892,"House Health Policy",2013-10-15,"Printed Bill Filed 10/11/2013",https://legiscan.com/MI/bill/HB5077/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5077
569257,1007,HB5078,1,Introduced,2013-10-15,"Criminal procedure; sentencing guidelines; sentencing guidelines commission; reestablish. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding secs. 32 & 33 to ch. IX.","Criminal procedure; sentencing guidelines; sentencing guidelines commission; reestablish. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding secs. 32 & 33 to ch. IX.",0,,2013-12-04,"Referred To Second Reading",https://legiscan.com/MI/bill/HB5078/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5078
569262,1007,HB5079,1,Introduced,2013-10-15,"Cities; public services; population threshold for qualified city in the police and fire protection act; modify to 70,000. Amends sec. 10 of 1951 PA 33 (MCL 41.810).","Cities; public services; population threshold for qualified city in the police and fire protection act; modify to 70,000. Amends sec. 10 of 1951 PA 33 (MCL 41.810).",2830,"House Local Government",2013-10-16,"Printed Bill Filed 10/16/2013",https://legiscan.com/MI/bill/HB5079/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5079
569253,1007,HB5080,1,Introduced,2013-10-15,"Crimes; vehicle offenses; penalties for moving violation causing physical injury or death to a vulnerable roadway user; enhance. Amends sec. 601c of 1949 PA 300 (MCL 257.601c).","Crimes; vehicle offenses; penalties for moving violation causing physical injury or death to a vulnerable roadway user; enhance. Amends sec. 601c of 1949 PA 300 (MCL 257.601c).",0,,2013-10-16,"Referred To Second Reading",https://legiscan.com/MI/bill/HB5080/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5080
569346,1007,HB5081,1,Introduced,2013-10-16,"Law enforcement; reports; reports of disposition of certain forfeited property; require, and provide a penalty for failing to report. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 4710.","Law enforcement; reports; reports of disposition of certain forfeited property; require, and provide a penalty for failing to report. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 4710.",0,,2014-06-03,"Referred To Second Reading",https://legiscan.com/MI/bill/HB5081/2013,http://legislature.mi.gov/doc.aspx?2013-HB-5081
