bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1516251,1808,HB5007,5,Vetoed,2021-11-02,"State: identification cards; removal of certain fees for issuing an original or renewal official state personal identification card; provide for. Amends secs. 1, 2 & 2a of 1972 PA 222 (MCL 28.291 et seq.). TIE BAR WITH: SB 0303'21","State: identification cards; removal of certain fees for issuing an original or renewal official state personal identification card; provide for. Amends secs. 1, 2 & 2a of 1972 PA 222 (MCL 28.291 et seq.). TIE BAR WITH: SB 0303'21",899,"House Government Operations",2021-11-02,"Re-referred To Committee On Government Operations",https://legiscan.com/MI/bill/HB5007/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5007
1516189,1808,HB5008,1,Introduced,2021-06-15,"Property tax: exemptions; exemption for surviving spouses of certain military service members who died from service-connected causes; create. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 7c.","Property tax: exemptions; exemption for surviving spouses of certain military service members who died from service-connected causes; create. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 7c.",825,"House Tax Policy",2021-06-16,"Bill Electronically Reproduced 06/15/2021",https://legiscan.com/MI/bill/HB5008/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5008
1516171,1808,HB5009,1,Introduced,2021-06-15,"Property tax: local community stabilization share; reimbursement to certain municipalities for lost property tax revenue due to homestead exemptions for certain disabled veterans; provide for. Amends sec. 17 of 2014 PA 86 (MCL 123.1357). TIE BAR WITH: HB 5010'21","Property tax: local community stabilization share; reimbursement to certain municipalities for lost property tax revenue due to homestead exemptions for certain disabled veterans; provide for. Amends sec. 17 of 2014 PA 86 (MCL 123.1357). TIE BAR WITH: HB 5010'21",825,"House Tax Policy",2021-06-16,"Bill Electronically Reproduced 06/15/2021",https://legiscan.com/MI/bill/HB5009/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5009
1516203,1808,HB5010,1,Introduced,2021-06-15,"Property tax: exemptions; reporting requirements for reimbursement of lost tax revenue due to the disabled veterans property tax exemption; provide for. Amends sec. 7b of 1893 PA 206 (MCL 211.7b). TIE BAR WITH: HB 5009'21","Property tax: exemptions; reporting requirements for reimbursement of lost tax revenue due to the disabled veterans property tax exemption; provide for. Amends sec. 7b of 1893 PA 206 (MCL 211.7b). TIE BAR WITH: HB 5009'21",825,"House Tax Policy",2021-06-16,"Bill Electronically Reproduced 06/15/2021",https://legiscan.com/MI/bill/HB5010/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5010
1516195,1808,HB5011,1,Introduced,2021-06-15,"Energy: alternative sources; property assessed clean energy program; include environmental hazard, new construction, and multifamily projects. Amends title & secs. 3, 5, 7, 11, 13, 15 & 17 of 2010 PA 270 (MCL 460.933 et seq.). TIE BAR WITH: HB 5012'21","Energy: alternative sources; property assessed clean energy program; include environmental hazard, new construction, and multifamily projects. Amends title & secs. 3, 5, 7, 11, 13, 15 & 17 of 2010 PA 270 (MCL 460.933 et seq.). TIE BAR WITH: HB 5012'21",0,,2021-09-30,"Placed On Third Reading",https://legiscan.com/MI/bill/HB5011/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5011
1516225,1808,HB5012,1,Introduced,2021-06-15,"Energy: alternative sources; property assessed clean energy program; include new construction projects. Amends sec. 9 of 2010 PA 270 (MCL 460.939). TIE BAR WITH: HB 5011'21","Energy: alternative sources; property assessed clean energy program; include new construction projects. Amends sec. 9 of 2010 PA 270 (MCL 460.939). TIE BAR WITH: HB 5011'21",0,,2021-09-30,"Placed On Third Reading",https://legiscan.com/MI/bill/HB5012/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5012
1516163,1808,HB5013,1,Introduced,2021-06-15,"Criminal procedure: warrants; no-knock search warrants; prohibit and require certain procedures for certain warrants. Amends sec. 6 of 1966 PA 189 (MCL 780.656) & adds sec. 6a.","Criminal procedure: warrants; no-knock search warrants; prohibit and require certain procedures for certain warrants. Amends sec. 6 of 1966 PA 189 (MCL 780.656) & adds sec. 6a.",899,"House Government Operations",2021-06-16,"Bill Electronically Reproduced 06/15/2021",https://legiscan.com/MI/bill/HB5013/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5013
1516271,1808,HB5014,1,Introduced,2021-06-15,"Civil rights: racial discrimination; penalties for false report of a crime to law enforcement based solely upon the alleged perpetrator being a member of a protected class; provide for. Amends sec. 411a of 1931 PA 328 (MCL 750.411a).","Civil rights: racial discrimination; penalties for false report of a crime to law enforcement based solely upon the alleged perpetrator being a member of a protected class; provide for. Amends sec. 411a of 1931 PA 328 (MCL 750.411a).",899,"House Government Operations",2021-06-16,"Bill Electronically Reproduced 06/15/2021",https://legiscan.com/MI/bill/HB5014/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5014
1516167,1808,HB5015,1,Introduced,2021-06-15,"Criminal procedure: sentencing guidelines; penalties for false report of a crime to law enforcement based solely upon the alleged perpetrator being a member of a protected class; enact. Amends sec. 16t, ch. XVII of 1927 PA 175 (MCL 777.16t). TIE BAR WITH: HB 5014'21","Criminal procedure: sentencing guidelines; penalties for false report of a crime to law enforcement based solely upon the alleged perpetrator being a member of a protected class; enact. Amends sec. 16t, ch. XVII of 1927 PA 175 (MCL 777.16t). TIE BAR WITH: HB 5014'21",899,"House Government Operations",2021-06-16,"Bill Electronically Reproduced 06/15/2021",https://legiscan.com/MI/bill/HB5015/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5015
1516261,1808,HB5016,1,Introduced,2021-06-15,"Civil procedure: civil actions; false report of a crime based on the alleged perpetrator's race or other protected status; create civil liability for. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 2980.","Civil procedure: civil actions; false report of a crime based on the alleged perpetrator's race or other protected status; create civil liability for. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 2980.",899,"House Government Operations",2021-06-16,"Bill Electronically Reproduced 06/15/2021",https://legiscan.com/MI/bill/HB5016/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5016
1516185,1808,HB5017,1,Introduced,2021-06-15,"Law enforcement: other; authority to audit law enforcement agencies to ensure the accurate reporting of improper use of force; provide to the Michigan commission on law enforcement standards. Amends secs. 9, 9b, 9c, 9d & 11 of 1965 PA 203 (MCL 28.609 et seq.).","Law enforcement: other; authority to audit law enforcement agencies to ensure the accurate reporting of improper use of force; provide to the Michigan commission on law enforcement standards. Amends secs. 9, 9b, 9c, 9d & 11 of 1965 PA 203 (MCL 28.609 et seq.).",899,"House Government Operations",2021-06-16,"Bill Electronically Reproduced 06/15/2021",https://legiscan.com/MI/bill/HB5017/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5017
1516176,1808,HB5018,1,Introduced,2021-06-15,"Law enforcement: training; crisis intervention team training to deal with mentally ill individuals; require. Amends sec. 9e of 1965 PA 203 (MCL 28.609e).","Law enforcement: training; crisis intervention team training to deal with mentally ill individuals; require. Amends sec. 9e of 1965 PA 203 (MCL 28.609e).",899,"House Government Operations",2021-06-16,"Bill Electronically Reproduced 06/15/2021",https://legiscan.com/MI/bill/HB5018/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5018
1516293,1808,HB5019,1,Introduced,2021-06-15,"Law enforcement: other; body-worn cameras; require use by certain law enforcement officers. Creates new act.","Law enforcement: other; body-worn cameras; require use by certain law enforcement officers. Creates new act.",899,"House Government Operations",2021-06-16,"Bill Electronically Reproduced 06/15/2021",https://legiscan.com/MI/bill/HB5019/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5019
1516289,1808,HB5020,1,Introduced,2021-06-15,"Law enforcement: other; use of kinetic energy projectiles or chemical weapons to disperse an assembly; prohibit. Creates new act.","Law enforcement: other; use of kinetic energy projectiles or chemical weapons to disperse an assembly; prohibit. Creates new act.",899,"House Government Operations",2021-06-16,"Bill Electronically Reproduced 06/15/2021",https://legiscan.com/MI/bill/HB5020/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5020
1516217,1808,HB5021,1,Introduced,2021-06-15,"Law enforcement: other; restrictions on receiving military weapons and other equipment from the federal government; provide for. Creates new act.","Law enforcement: other; restrictions on receiving military weapons and other equipment from the federal government; provide for. Creates new act.",899,"House Government Operations",2021-06-16,"Bill Electronically Reproduced 06/15/2021",https://legiscan.com/MI/bill/HB5021/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5021
1516275,1808,HB5022,1,Introduced,2021-06-15,"Torts: governmental immunity; immunity of governmental employees and agents; revise for unreasonable use of force. Amends 1964 PA 170 (MCL 691.1401 - 691.1419) by adding sec. 7d. TIE BAR WITH: HB 5024'21, HB 5023'21","Torts: governmental immunity; immunity of governmental employees and agents; revise for unreasonable use of force. Amends 1964 PA 170 (MCL 691.1401 - 691.1419) by adding sec. 7d. TIE BAR WITH: HB 5024'21, HB 5023'21",899,"House Government Operations",2021-06-16,"Bill Electronically Reproduced 06/15/2021",https://legiscan.com/MI/bill/HB5022/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5022
1516267,1808,HB5023,1,Introduced,2021-06-15,"Torts: governmental immunity; immunity of governmental employees and agents; revise for intentional torts. Amends sec. 7 of 1964 PA 170 (MCL 691.1407). TIE BAR WITH: HB 5024'21, HB 5022'21","Torts: governmental immunity; immunity of governmental employees and agents; revise for intentional torts. Amends sec. 7 of 1964 PA 170 (MCL 691.1407). TIE BAR WITH: HB 5024'21, HB 5022'21",899,"House Government Operations",2021-06-16,"Bill Electronically Reproduced 06/15/2021",https://legiscan.com/MI/bill/HB5023/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5023
1516181,1808,HB5024,1,Introduced,2021-06-15,"Torts: governmental immunity; immunity of governmental agencies; remove for unreasonable use of force. Amends 1964 PA 170 (MCL 691.1401 - 691.1419) by adding sec. 7e. TIE BAR WITH: HB 5023'21, HB 5022'21","Torts: governmental immunity; immunity of governmental agencies; remove for unreasonable use of force. Amends 1964 PA 170 (MCL 691.1401 - 691.1419) by adding sec. 7e. TIE BAR WITH: HB 5023'21, HB 5022'21",899,"House Government Operations",2021-06-16,"Bill Electronically Reproduced 06/15/2021",https://legiscan.com/MI/bill/HB5024/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5024
1516498,1808,HB5025,1,Introduced,2021-06-16,"Children: foster care; benefits for a foster youth; require certain percentage deposited into an account until youth becomes 18 years of age. Amends 1994 PA 203 (MCL 722.951 - 722.960) by adding sec. 8e.","Children: foster care; benefits for a foster youth; require certain percentage deposited into an account until youth becomes 18 years of age. Amends 1994 PA 203 (MCL 722.951 - 722.960) by adding sec. 8e.",1722,"House Families, Children, And Seniors",2021-06-17,"Bill Electronically Reproduced 06/16/2021",https://legiscan.com/MI/bill/HB5025/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5025
1516533,1808,HB5026,4,Passed,2021-12-15,"Communications: emergency 9-1-1; emergency 9-1-1 service enabling act; modify. Amends secs. 102, 205, 303, 304, 305, 307, 308, 309, 310, 312, 320, 401a, 401c, 403, 408, 413, 713 & 717 of 1986 PA 32 (MCL 484.1102 et seq.); adds sec. 401f & repeals (See bill).","Communications: emergency 9-1-1; emergency 9-1-1 service enabling act; modify. Amends secs. 102, 205, 303, 304, 305, 307, 308, 309, 310, 312, 320, 401a, 401c, 403, 408, 413, 713 & 717 of 1986 PA 32 (MCL 484.1102 et seq.); adds sec. 401f & repeals (See bill).",0,,2021-12-15,"Assigned Pa 126'21 With Immediate Effect",https://legiscan.com/MI/bill/HB5026/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5026
1516484,1808,HB5027,1,Introduced,2021-06-16,"Crimes: weapons; penalties for intentionally discharging a firearm from vehicle or at a dwelling or a potentially occupied structure; increase. Amends sec. 234b of 1931 PA 328 (MCL 750.234b).","Crimes: weapons; penalties for intentionally discharging a firearm from vehicle or at a dwelling or a potentially occupied structure; increase. Amends sec. 234b of 1931 PA 328 (MCL 750.234b).",821,"House Judiciary",2021-06-17,"Bill Electronically Reproduced 06/16/2021",https://legiscan.com/MI/bill/HB5027/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5027
1516529,1808,HB5028,1,Introduced,2021-06-16,"Criminal procedure: sentencing guidelines; sentencing guidelines for intentionally discharging a firearm from a vehicle or at a dwelling or potentially occupied structure; amend. Amends sec. 16m, ch. XVII of 1927 PA 175 (MCL 777.16m). TIE BAR WITH: HB 5027'21","Criminal procedure: sentencing guidelines; sentencing guidelines for intentionally discharging a firearm from a vehicle or at a dwelling or potentially occupied structure; amend. Amends sec. 16m, ch. XVII of 1927 PA 175 (MCL 777.16m). TIE BAR WITH: HB 5027'21",821,"House Judiciary",2021-06-17,"Bill Electronically Reproduced 06/16/2021",https://legiscan.com/MI/bill/HB5028/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5028
1516540,1808,HB5029,1,Introduced,2021-06-16,"Criminal procedure: sentencing guidelines; sentencing guidelines for discharging a firearm at a motor vehicle; provide for. Amends sec. 16m, ch. XVII of 1927 PA 175 (MCL 777.16m). TIE BAR WITH: HB 5030'21","Criminal procedure: sentencing guidelines; sentencing guidelines for discharging a firearm at a motor vehicle; provide for. Amends sec. 16m, ch. XVII of 1927 PA 175 (MCL 777.16m). TIE BAR WITH: HB 5030'21",821,"House Judiciary",2021-06-17,"Bill Electronically Reproduced 06/16/2021",https://legiscan.com/MI/bill/HB5029/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5029
1516504,1808,HB5030,1,Introduced,2021-06-16,"Crimes: penalties; penalties for discharging a firearm at a motor vehicle; increase fines if a minor is in the vehicle. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 234g.","Crimes: penalties; penalties for discharging a firearm at a motor vehicle; increase fines if a minor is in the vehicle. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 234g.",821,"House Judiciary",2021-06-17,"Bill Electronically Reproduced 06/16/2021",https://legiscan.com/MI/bill/HB5030/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5030
1516493,1808,HB5031,1,Introduced,2021-06-16,"Individual income tax: credit; tax incentive for individuals to receive COVID-19 vaccine during 2021; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 281.","Individual income tax: credit; tax incentive for individuals to receive COVID-19 vaccine during 2021; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 281.",825,"House Tax Policy",2021-06-17,"Bill Electronically Reproduced 06/16/2021",https://legiscan.com/MI/bill/HB5031/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5031
1516479,1808,HB5032,1,Introduced,2021-06-16,"Communications: technology; broadband expansion act of Michigan; modify. Amends secs. 2, 4 & 7 of 2020 PA 224 (MCL 484.3252 et seq.).","Communications: technology; broadband expansion act of Michigan; modify. Amends secs. 2, 4 & 7 of 2020 PA 224 (MCL 484.3252 et seq.).",3164,"House Communications And Technology",2021-06-17,"Bill Electronically Reproduced 06/16/2021",https://legiscan.com/MI/bill/HB5032/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5032
1516502,1808,HB5033,1,Introduced,2021-06-16,"State financing and management: funds; eligibility for connecting Michigan communities grant program; expand. Creates appropriation act.","State financing and management: funds; eligibility for connecting Michigan communities grant program; expand. Creates appropriation act.",3164,"House Communications And Technology",2021-06-17,"Bill Electronically Reproduced 06/16/2021",https://legiscan.com/MI/bill/HB5033/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5033
1516514,1808,HB5034,1,Introduced,2021-06-16,"Human services: services or financial assistance; coverage of broadband internet expenses to eligible residents; allow. Amends 1939 AP 280 (MCL 400.1 - 400.119b) by adding sec. 57aa.","Human services: services or financial assistance; coverage of broadband internet expenses to eligible residents; allow. Amends 1939 AP 280 (MCL 400.1 - 400.119b) by adding sec. 57aa.",3164,"House Communications And Technology",2021-06-17,"Bill Electronically Reproduced 06/16/2021",https://legiscan.com/MI/bill/HB5034/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5034
1516515,1808,HB5035,1,Introduced,2021-06-16,"Communications: broadcasting; authorized use of Michigan public safety communications system; eliminate certain restriction. Amends sec. 3 of 1929 PA 152 (MCL 28.283).","Communications: broadcasting; authorized use of Michigan public safety communications system; eliminate certain restriction. Amends sec. 3 of 1929 PA 152 (MCL 28.283).",3164,"House Communications And Technology",2021-06-17,"Bill Electronically Reproduced 06/16/2021",https://legiscan.com/MI/bill/HB5035/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5035
1516489,1808,HB5036,1,Introduced,2021-06-16,"State agencies (existing): technology, management, and budget; department to create resources concerning digital literacy and cyber safety on public website; provide for. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 290.","State agencies (existing): technology, management, and budget; department to create resources concerning digital literacy and cyber safety on public website; provide for. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 290.",3164,"House Communications And Technology",2021-06-17,"Bill Electronically Reproduced 06/16/2021",https://legiscan.com/MI/bill/HB5036/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5036
1516505,1808,HB5037,1,Introduced,2021-06-16,"Townships: public services; townships to create special assessment districts for communications infrastructure including broadband and high-speed internet; allow. Amends secs. 2 & 3 of 1954 PA 188 (MCL 41.722 & 41.723).","Townships: public services; townships to create special assessment districts for communications infrastructure including broadband and high-speed internet; allow. Amends secs. 2 & 3 of 1954 PA 188 (MCL 41.722 & 41.723).",3164,"House Communications And Technology",2021-06-17,"Bill Electronically Reproduced 06/16/2021",https://legiscan.com/MI/bill/HB5037/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5037
1516534,1808,HB5038,1,Introduced,2021-06-16,"Communications: other; certain office within the department of labor and economic opportunity; create. Creates new act.","Communications: other; certain office within the department of labor and economic opportunity; create. Creates new act.",3164,"House Communications And Technology",2021-06-17,"Bill Electronically Reproduced 06/16/2021",https://legiscan.com/MI/bill/HB5038/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5038
1516535,1808,HB5039,1,Introduced,2021-06-16,"Appropriations: supplemental; funding for comprehensive mapping of broadband internet service in Michigan; provide for. Creates appropriation act.","Appropriations: supplemental; funding for comprehensive mapping of broadband internet service in Michigan; provide for. Creates appropriation act.",3164,"House Communications And Technology",2021-06-17,"Bill Electronically Reproduced 06/16/2021",https://legiscan.com/MI/bill/HB5039/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5039
1516507,1808,HB5040,1,Introduced,2021-06-16,"Appropriations: supplemental; funding to purchase mobile hotspots; provide for. Amends 1979 PA 94 (MCL 388.1601 - 388.1896) by adding sec. 68.","Appropriations: supplemental; funding to purchase mobile hotspots; provide for. Amends 1979 PA 94 (MCL 388.1601 - 388.1896) by adding sec. 68.",3164,"House Communications And Technology",2021-06-17,"Bill Electronically Reproduced 06/16/2021",https://legiscan.com/MI/bill/HB5040/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5040
1516497,1808,HB5041,4,Passed,2022-06-28,"Children: child care; adult-to-child ratio for in-home child care providers; modify. Amends secs. 1, 3h & 11 of 1973 PA 116 (MCL 722.111 et seq.).","Children: child care; adult-to-child ratio for in-home child care providers; modify. Amends secs. 1, 3h & 11 of 1973 PA 116 (MCL 722.111 et seq.).",0,,2022-06-28,"Assigned Pa 106'22 With Immediate Effect",https://legiscan.com/MI/bill/HB5041/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5041
1516520,1808,HB5042,4,Passed,2022-06-28,"Children: child care; licensing requirements for child care center, group child care home, or family child care home; modify. Amends secs. 1, 5c & 5m of 1973 PA 116 (MCL 722.111 et seq.).","Children: child care; licensing requirements for child care center, group child care home, or family child care home; modify. Amends secs. 1, 5c & 5m of 1973 PA 116 (MCL 722.111 et seq.).",0,,2022-06-28,"Assigned Pa 107'22 With Immediate Effect",https://legiscan.com/MI/bill/HB5042/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5042
1516522,1808,HB5043,4,Passed,2022-06-28,"State agencies (existing): education; regional family child care networks; create for child care providers. Creates new act.","State agencies (existing): education; regional family child care networks; create for child care providers. Creates new act.",0,,2022-06-28,"Assigned Pa 108'22 With Immediate Effect",https://legiscan.com/MI/bill/HB5043/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5043
1516513,1808,HB5044,4,Passed,2022-06-28,"State agencies (existing): education; regional infant-toddler contracts; create for child care providers. Creates new act.","State agencies (existing): education; regional infant-toddler contracts; create for child care providers. Creates new act.",0,,2022-06-28,"Assigned Pa 109'22 With Immediate Effect",https://legiscan.com/MI/bill/HB5044/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5044
1516478,1808,HB5045,4,Passed,2022-06-28,"Children: child care; information required in child care database; include special investigation reports. Amends sec. 11b of 1973 PA 116 (MCL 722.121b).","Children: child care; information required in child care database; include special investigation reports. Amends sec. 11b of 1973 PA 116 (MCL 722.121b).",0,,2022-06-28,"Assigned Pa 110'22 With Immediate Effect",https://legiscan.com/MI/bill/HB5045/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5045
1516486,1808,HB5046,4,Passed,2022-06-28,"Children: child care; grace period for child care providers to implement new rules; provide for. Amends sec. 2 of 1973 PA 116 (MCL 722.112).","Children: child care; grace period for child care providers to implement new rules; provide for. Amends sec. 2 of 1973 PA 116 (MCL 722.112).",0,,2022-06-28,"Assigned Pa 111'22 With Immediate Effect",https://legiscan.com/MI/bill/HB5046/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5046
1516506,1808,HB5047,4,Passed,2022-06-28,"Children: child care; requirement for child care provider to maintain an on-premise licensing notebook if they have access to internet; eliminate. Amends sec. 3g of 1973 PA 116 (MCL 722.113g).","Children: child care; requirement for child care provider to maintain an on-premise licensing notebook if they have access to internet; eliminate. Amends sec. 3g of 1973 PA 116 (MCL 722.113g).",0,,2022-06-28,"Assigned Pa 112'22 With Immediate Effect",https://legiscan.com/MI/bill/HB5047/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5047
1516476,1808,HB5048,4,Passed,2022-06-28,"Children: child care; licensure of child care centers located within multiple occupancy buildings; modify and rescind rule. Amends 1973 PA 116 (MCL 722.111 - 722.128) by adding sec. 8e.","Children: child care; licensure of child care centers located within multiple occupancy buildings; modify and rescind rule. Amends 1973 PA 116 (MCL 722.111 - 722.128) by adding sec. 8e.",0,,2022-06-28,"Assigned Pa 113'22 With Immediate Effect",https://legiscan.com/MI/bill/HB5048/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5048
1516521,1808,HB5049,1,Introduced,2021-06-16,"Education: elementary; third grade reading law; suspend for the 2020-2021 school year. Amends sec. 1280f of 1976 PA 451 (MCL 380.1280f).","Education: elementary; third grade reading law; suspend for the 2020-2021 school year. Amends sec. 1280f of 1976 PA 451 (MCL 380.1280f).",818,"House Education",2021-06-17,"Bill Electronically Reproduced 06/16/2021",https://legiscan.com/MI/bill/HB5049/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5049
1516485,1808,HB5050,1,Introduced,2021-06-16,"Education: school districts; certain accountability measurements for public schools; suspend in 2020, 2021, and 2022. Amends sec. 1280g of 1976 PA 451 (MCL 380.1280g) & adds sec. 1280h.","Education: school districts; certain accountability measurements for public schools; suspend in 2020, 2021, and 2022. Amends sec. 1280g of 1976 PA 451 (MCL 380.1280g) & adds sec. 1280h.",818,"House Education",2021-06-17,"Bill Electronically Reproduced 06/16/2021",https://legiscan.com/MI/bill/HB5050/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5050
1516477,1808,HB5051,1,Introduced,2021-06-16,"Education: teachers; teacher performance evaluations; modify. Amends sec. 1249 of 1976 PA 451 (MCL 380.1249). TIE BAR WITH: HB 5052'21","Education: teachers; teacher performance evaluations; modify. Amends sec. 1249 of 1976 PA 451 (MCL 380.1249). TIE BAR WITH: HB 5052'21",818,"House Education",2021-06-17,"Bill Electronically Reproduced 06/16/2021",https://legiscan.com/MI/bill/HB5051/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5051
1516541,1808,HB5052,1,Introduced,2021-06-16,"Education: employees; performance evaluation systems for school administrators; modify. Amends sec. 1249b of 1976 PA 451 (MCL 380.1249b). TIE BAR WITH: HB 5051'21","Education: employees; performance evaluation systems for school administrators; modify. Amends sec. 1249b of 1976 PA 451 (MCL 380.1249b). TIE BAR WITH: HB 5051'21",818,"House Education",2021-06-17,"Bill Electronically Reproduced 06/16/2021",https://legiscan.com/MI/bill/HB5052/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5052
1516664,1808,HB5053,2,Engrossed,2021-06-23,"Appropriations: supplemental; multidepartment supplemental appropriations; provide for fiscal year 2020-2021. Creates appropriation act. TIE BAR WITH: SB 0303'21, HB 5007'21","Appropriations: supplemental; multidepartment supplemental appropriations; provide for fiscal year 2020-2021. Creates appropriation act. TIE BAR WITH: SB 0303'21, HB 5007'21",829,"Senate Appropriations",2021-06-24,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB5053/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5053
1516682,1808,HB5054,2,Engrossed,2022-03-01,"Appropriations: supplemental; multidepartment supplemental appropriations; provide for fiscal year 2020-2021. Creates appropriation act.","Appropriations: supplemental; multidepartment supplemental appropriations; provide for fiscal year 2020-2021. Creates appropriation act.",829,"Senate Appropriations",2022-03-02,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB5054/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5054
1516707,1808,HB5055,1,Introduced,2021-06-17,"Occupations: individual licensing and registration; licensing reciprocity for certain occupations of individuals who hold an out-of-state license; provide for. Amends sec. 223 of 2016 PA 407 (MCL 339.5223) & adds sec. 224.","Occupations: individual licensing and registration; licensing reciprocity for certain occupations of individuals who hold an out-of-state license; provide for. Amends sec. 223 of 2016 PA 407 (MCL 339.5223) & adds sec. 224.",895,"House Regulatory Reform",2021-06-22,"Bill Electronically Reproduced 06/17/2021",https://legiscan.com/MI/bill/HB5055/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5055
1516661,1808,HB5056,1,Introduced,2021-06-17,"Education: teachers; teacher licensing examination; provide for. Amends secs. 1233b, 1531 & 1531i of 1976 PA 451 (MCL 380.1233b et seq.).","Education: teachers; teacher licensing examination; provide for. Amends secs. 1233b, 1531 & 1531i of 1976 PA 451 (MCL 380.1233b et seq.).",818,"House Education",2021-06-22,"Bill Electronically Reproduced 06/17/2021",https://legiscan.com/MI/bill/HB5056/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5056
1516668,1808,HB5057,1,Introduced,2021-06-17,"Insurance: other; portable electronics insurance; provide for. Amends secs. 1201, 1202 & 2266 of 1956 PA 218 (MCL 500.1201 et seq.) & adds ch. 12C.","Insurance: other; portable electronics insurance; provide for. Amends secs. 1201, 1202 & 2266 of 1956 PA 218 (MCL 500.1201 et seq.) & adds ch. 12C.",895,"House Regulatory Reform",2021-06-22,"Bill Electronically Reproduced 06/17/2021",https://legiscan.com/MI/bill/HB5057/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5057
1516674,1808,HB5058,2,Engrossed,2022-02-17,"Food: adulterated; adulteration of food containing industrial hemp; prohibit. Amends sec. 1105 of 2000 PA 92 (MCL 289.1105).","Food: adulterated; adulteration of food containing industrial hemp; prohibit. Amends sec. 1105 of 2000 PA 92 (MCL 289.1105).",0,,2022-06-16,"Reassigned To Committee On Agriculture",https://legiscan.com/MI/bill/HB5058/2021,http://legislature.mi.gov/doc.aspx?2021-HB-5058
