bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
907915,1414,HB4001,1,Introduced,2017-01-11,"Individual income tax; rate; annual rollback of rate until zero; provide for. Amends sec. 51 of 1967 PA 281 (MCL 206.51).","Individual income tax; rate; annual rollback of rate until zero; provide for. Amends sec. 51 of 1967 PA 281 (MCL 206.51).",0,,2017-02-23,"Postponed For The Day",https://legiscan.com/MI/bill/HB4001/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4001
987649,1414,HB4334,1,Introduced,2017-03-08,"Local government; other; sanctuary policy prohibition act; create. Creates new act.","Local government; other; sanctuary policy prohibition act; create. Creates new act.",0,,2017-06-07,"Referred To Second Reading",https://legiscan.com/MI/bill/HB4334/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4334
987136,1414,HB4335,4,Passed,2017-10-10,"Property tax; principal residence exemption; claiming a principal residence exemption in this state while claiming a substantially similar exemption on property in another state; clarify procedures for rescinding the latter. Amends sec. 7cc of 1893 PA 206 (MCL 211.7cc). TIE BAR WITH: HB 4336'17","Property tax; principal residence exemption; claiming a principal residence exemption in this state while claiming a substantially similar exemption on property in another state; clarify procedures for rescinding the latter. Amends sec. 7cc of 1893 PA 206 (MCL 211.7cc). TIE BAR WITH: HB 4336'17",0,,2017-10-10,"Assigned Pa 121'17 With Immediate Effect",https://legiscan.com/MI/bill/HB4335/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4335
987508,1414,HB4336,4,Passed,2017-10-10,"Property tax; principal residence exemption; obtaining or attempting to obtain a principal residence exemption on property in this state while claiming a substantially similar exemption on property in another state; prohibit. Amends sec. 120 of 1893 PA 206 (MCL 211.120). TIE BAR WITH: HB 4335'17","Property tax; principal residence exemption; obtaining or attempting to obtain a principal residence exemption on property in this state while claiming a substantially similar exemption on property in another state; prohibit. Amends sec. 120 of 1893 PA 206 (MCL 211.120). TIE BAR WITH: HB 4335'17",0,,2017-10-10,"Assigned Pa 122'17 With Immediate Effect",https://legiscan.com/MI/bill/HB4336/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4336
987432,1414,HB4337,1,Introduced,2017-03-08,"Education; calendar; restrictions on school start date; eliminate. Amends sec. 1284a of 1976 PA 451 (MCL 380.1284a) & repeals sec. 1284b of 1976 PA 451 (MCL 380.1284b).","Education; calendar; restrictions on school start date; eliminate. Amends sec. 1284a of 1976 PA 451 (MCL 380.1284a) & repeals sec. 1284b of 1976 PA 451 (MCL 380.1284b).",0,,2017-03-09,"Bill Electronically Reproduced 03/08/2017",https://legiscan.com/MI/bill/HB4337/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4337
988611,1414,HB4338,1,Introduced,2017-03-09,"Gaming; casinos; betting on horse racing; allow in licensed casinos. Amends sec. 9b of 1996 IL 1 (MCL 432.209b).","Gaming; casinos; betting on horse racing; allow in licensed casinos. Amends sec. 9b of 1996 IL 1 (MCL 432.209b).",0,,2017-03-14,"Bill Electronically Reproduced 03/09/2017",https://legiscan.com/MI/bill/HB4338/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4338
988685,1414,HB4339,1,Introduced,2017-03-09,"Construction; plumbing; definition of lead-free pipes and pipe fittings; revise to federal safe drinking water act language. Amends sec. 13b of 1972 PA 230 (MCL 125.1513b).","Construction; plumbing; definition of lead-free pipes and pipe fittings; revise to federal safe drinking water act language. Amends sec. 13b of 1972 PA 230 (MCL 125.1513b).",0,,2017-03-14,"Bill Electronically Reproduced 03/09/2017",https://legiscan.com/MI/bill/HB4339/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4339
988907,1414,HB4340,1,Introduced,2017-03-09,"Education; technology; internet filtering, technology utilization, and digital citizenship policies and education in schools; require. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1292.","Education; technology; internet filtering, technology utilization, and digital citizenship policies and education in schools; require. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1292.",0,,2017-03-14,"Bill Electronically Reproduced 03/09/2017",https://legiscan.com/MI/bill/HB4340/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4340
988758,1414,HB4341,1,Introduced,2017-03-09,"Individual income tax; credit; earned income tax credit; increase. Amends sec. 272 of 1967 PA 281 (MCL 206.272).","Individual income tax; credit; earned income tax credit; increase. Amends sec. 272 of 1967 PA 281 (MCL 206.272).",0,,2017-03-14,"Bill Electronically Reproduced 03/09/2017",https://legiscan.com/MI/bill/HB4341/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4341
988981,1414,HB4342,1,Introduced,2017-03-09,"Individual income tax; credit; earned income tax credit; restore. Amends sec. 272 of 1967 PA 281 (MCL 206.272).","Individual income tax; credit; earned income tax credit; restore. Amends sec. 272 of 1967 PA 281 (MCL 206.272).",0,,2017-03-14,"Bill Electronically Reproduced 03/09/2017",https://legiscan.com/MI/bill/HB4342/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4342
988541,1414,HB4343,1,Introduced,2017-03-09,"Criminal procedure; records; child abuse offenders registry; create. Creates new act.","Criminal procedure; records; child abuse offenders registry; create. Creates new act.",0,,2017-03-14,"Bill Electronically Reproduced 03/09/2017",https://legiscan.com/MI/bill/HB4343/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4343
988836,1414,HB4344,1,Introduced,2017-03-09,"Campaign finance; contributions and expenditures; amount of contributions independent committees are allowed to make to candidate committees; reduce. Amends secs. 52 & 69 of 1976 PA 388 (MCL 169.252 & 169.269).","Campaign finance; contributions and expenditures; amount of contributions independent committees are allowed to make to candidate committees; reduce. Amends secs. 52 & 69 of 1976 PA 388 (MCL 169.252 & 169.269).",0,,2017-03-14,"Bill Electronically Reproduced 03/09/2017",https://legiscan.com/MI/bill/HB4344/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4344
992214,1414,HB4345,1,Introduced,2017-03-14,"Public employees and officers; ethics; financial disclosure report; require certain candidates for elective office and state and local officials to file. Creates new act.","Public employees and officers; ethics; financial disclosure report; require certain candidates for elective office and state and local officials to file. Creates new act.",0,,2017-03-15,"Bill Electronically Reproduced 03/14/2017",https://legiscan.com/MI/bill/HB4345/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4345
992220,1414,HB4346,1,Introduced,2017-03-14,"Vehicles; fund-raising registration plates; fund-raising registration plate for libraries; create. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding sec. 811nn.","Vehicles; fund-raising registration plates; fund-raising registration plate for libraries; create. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding sec. 811nn.",0,,2017-03-15,"Bill Electronically Reproduced 03/14/2017",https://legiscan.com/MI/bill/HB4346/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4346
992196,1414,HB4347,1,Introduced,2017-03-14,"Occupations; security guards; private security guards in certain large shopping malls; grant arrest powers under certain circumstances. Amends sec. 17a of 1968 PA 330 (MCL 338.1067a) & adds sec. 17b.","Occupations; security guards; private security guards in certain large shopping malls; grant arrest powers under certain circumstances. Amends sec. 17a of 1968 PA 330 (MCL 338.1067a) & adds sec. 17b.",0,,2017-03-15,"Bill Electronically Reproduced 03/14/2017",https://legiscan.com/MI/bill/HB4347/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4347
992295,1414,HB4348,1,Introduced,2017-03-14,"Individual income tax; credit; credit for certain student loan payments; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 280.","Individual income tax; credit; credit for certain student loan payments; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 280.",0,,2017-03-15,"Bill Electronically Reproduced 03/14/2017",https://legiscan.com/MI/bill/HB4348/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4348
992254,1414,HB4349,1,Introduced,2017-03-14,"Education; curriculum; elementary music and art instruction meeting certain requirements; require. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1160.","Education; curriculum; elementary music and art instruction meeting certain requirements; require. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1160.",0,,2017-03-15,"Bill Electronically Reproduced 03/14/2017",https://legiscan.com/MI/bill/HB4349/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4349
992235,1414,HB4350,5,Vetoed,2018-11-08,"Use tax; exemptions; purchase of certain aviation equipment; exempt. Amends sec. 4k of 1937 PA 94 (MCL 205.94k).","Use tax; exemptions; purchase of certain aviation equipment; exempt. Amends sec. 4k of 1937 PA 94 (MCL 205.94k).",0,,2018-11-08,"Re-referred To Committee On Tax Policy",https://legiscan.com/MI/bill/HB4350/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4350
992275,1414,HB4351,5,Vetoed,2018-11-08,"Sales tax; exemptions; purchase of certain aviation equipment; exempt. Amends sec. 4x of 1933 PA 167 (MCL 205.54x).","Sales tax; exemptions; purchase of certain aviation equipment; exempt. Amends sec. 4x of 1933 PA 167 (MCL 205.54x).",0,,2018-11-08,"Re-referred To Committee On Tax Policy",https://legiscan.com/MI/bill/HB4351/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4351
992262,1414,HB4352,1,Introduced,2017-03-14,"Environmental protection; other; environmental justice; adopt plan for. Amends heading of pt. 27 of 1994 PA 451 (MCL 324.101 - 324.90106) & adds sec. 2711.","Environmental protection; other; environmental justice; adopt plan for. Amends heading of pt. 27 of 1994 PA 451 (MCL 324.101 - 324.90106) & adds sec. 2711.",0,,2017-03-15,"Bill Electronically Reproduced 03/14/2017",https://legiscan.com/MI/bill/HB4352/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4352
992267,1414,HB4353,1,Introduced,2017-03-14,"Civil rights; open meetings; catastrophic claims association; make subject to open meetings act. Amends secs. 2 & 3 of 1976 PA 267 (MCL 15.262 & 15.263). TIE BAR WITH: HB 4354'17","Civil rights; open meetings; catastrophic claims association; make subject to open meetings act. Amends secs. 2 & 3 of 1976 PA 267 (MCL 15.262 & 15.263). TIE BAR WITH: HB 4354'17",0,,2017-03-15,"Bill Electronically Reproduced 03/14/2017",https://legiscan.com/MI/bill/HB4353/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4353
992301,1414,HB4354,1,Introduced,2017-03-14,"Insurance; no-fault; catastrophic claims association; revise membership, require annual audit, make subject to open meetings act and freedom of information act, and provide for other general amendments. Amends secs. 134 & 3104 of 1956 PA 218 (MCL 500.134 & 500.3104). TIE BAR WITH: HB 4353'17","Insurance; no-fault; catastrophic claims association; revise membership, require annual audit, make subject to open meetings act and freedom of information act, and provide for other general amendments. Amends secs. 134 & 3104 of 1956 PA 218 (MCL 500.134 & 500.3104). TIE BAR WITH: HB 4353'17",0,,2017-03-15,"Bill Electronically Reproduced 03/14/2017",https://legiscan.com/MI/bill/HB4354/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4354
992240,1414,HB4355,4,Passed,2017-12-13,"Crimes; prostitution; exemption from prosecution of law enforcement officers from criminal prosecution for certain prostitution offenses committed while the officer is working; modify. Amends sec. 451a of 1931 PA 328 (MCL 750.451a). TIE BAR WITH: SB 0275'17","Crimes; prostitution; exemption from prosecution of law enforcement officers from criminal prosecution for certain prostitution offenses committed while the officer is working; modify. Amends sec. 451a of 1931 PA 328 (MCL 750.451a). TIE BAR WITH: SB 0275'17",0,,2017-12-13,"Assigned Pa 194'17 With Immediate Effect",https://legiscan.com/MI/bill/HB4355/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4355
992200,1414,HB4356,1,Introduced,2017-03-14,"Education; curriculum; foreign language requirement for high school diploma; modify. Amends sec. 1278a of 1976 PA 451 (MCL 380.1278a).","Education; curriculum; foreign language requirement for high school diploma; modify. Amends sec. 1278a of 1976 PA 451 (MCL 380.1278a).",0,,2017-03-15,"Bill Electronically Reproduced 03/14/2017",https://legiscan.com/MI/bill/HB4356/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4356
992281,1414,HB4357,1,Introduced,2017-03-14,"Human services; medical services; coverage for cranial hair prosthesis; provide for under certain circumstances. Amends sec. 109 of 1939 PA 280 (MCL 400.109).","Human services; medical services; coverage for cranial hair prosthesis; provide for under certain circumstances. Amends sec. 109 of 1939 PA 280 (MCL 400.109).",0,,2017-03-15,"Bill Electronically Reproduced 03/14/2017",https://legiscan.com/MI/bill/HB4357/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4357
992287,1414,HB4358,1,Introduced,2017-03-14,"Insurance; health insurers; coverage for cranial hair prosthesis; provide for under certain circumstances. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3406u.","Insurance; health insurers; coverage for cranial hair prosthesis; provide for under certain circumstances. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3406u.",0,,2017-03-15,"Bill Electronically Reproduced 03/14/2017",https://legiscan.com/MI/bill/HB4358/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4358
992788,1414,HB4359,1,Introduced,2017-03-15,"Townships; public services; townships to create special assessment districts for private utility services; allow. Amends sec. 2 of 1954 PA 188 (MCL 41.722).","Townships; public services; townships to create special assessment districts for private utility services; allow. Amends sec. 2 of 1954 PA 188 (MCL 41.722).",0,,2017-03-16,"Bill Electronically Reproduced 03/15/2017",https://legiscan.com/MI/bill/HB4359/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4359
992745,1414,HB4360,4,Passed,2018-08-15,"Local government; other; local governments and law enforcement agencies operating a motor vehicle storage facility or towing operation; prohibit under certain circumstances. Creates new act.","Local government; other; local governments and law enforcement agencies operating a motor vehicle storage facility or towing operation; prohibit under certain circumstances. Creates new act.",0,,2018-08-15,"Assigned Pa 327'18 With Immediate Effect",https://legiscan.com/MI/bill/HB4360/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4360
992706,1414,HB4361,1,Introduced,2017-03-15,"Health facilities; other; health facility or agency database; require department of licensing and regulatory affairs to establish. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding secs. 20210 & 20210a.","Health facilities; other; health facility or agency database; require department of licensing and regulatory affairs to establish. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding secs. 20210 & 20210a.",0,,2017-03-16,"Bill Electronically Reproduced 03/15/2017",https://legiscan.com/MI/bill/HB4361/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4361
992766,1414,HB4362,1,Introduced,2017-03-15,"Property tax; exemptions; disabled veteran exemption; hold local taxing units harmless for. Amends sec. 7b of 1893 PA 206 (MCL 211.7b).","Property tax; exemptions; disabled veteran exemption; hold local taxing units harmless for. Amends sec. 7b of 1893 PA 206 (MCL 211.7b).",0,,2017-03-16,"Bill Electronically Reproduced 03/15/2017",https://legiscan.com/MI/bill/HB4362/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4362
992805,1414,HB4363,1,Introduced,2017-03-15,"Water; quality; access to water for drinking or household purposes; require supplier of water to provide under certain circumstances. Amends 1976 PA 399 (MCL 325.1001 - 325.1023) by adding sec. 18a.","Water; quality; access to water for drinking or household purposes; require supplier of water to provide under certain circumstances. Amends 1976 PA 399 (MCL 325.1001 - 325.1023) by adding sec. 18a.",0,,2017-03-16,"Bill Electronically Reproduced 03/15/2017",https://legiscan.com/MI/bill/HB4363/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4363
992863,1414,HB4364,1,Introduced,2017-03-15,"Administrative procedure; rules; automatic rescission of administrative rules; provide for, and provide for review of existing rules. Amends 1969 PA 306 (MCL 24.201 - 24.328) by adding secs. 47a & 47b.","Administrative procedure; rules; automatic rescission of administrative rules; provide for, and provide for review of existing rules. Amends 1969 PA 306 (MCL 24.201 - 24.328) by adding secs. 47a & 47b.",0,,2017-03-16,"Bill Electronically Reproduced 03/15/2017",https://legiscan.com/MI/bill/HB4364/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4364
992880,1414,HB4365,1,Introduced,2017-03-15,"Elections; candidates; presidential candidates' prior years' tax returns; require to be filed with secretary of state. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding sec. 686c.","Elections; candidates; presidential candidates' prior years' tax returns; require to be filed with secretary of state. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding sec. 686c.",0,,2017-03-16,"Bill Electronically Reproduced 03/15/2017",https://legiscan.com/MI/bill/HB4365/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4365
993559,1414,HB4366,1,Introduced,2017-03-16,"Individual income tax; credit; qualified volunteers credit; create. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 254. TIE BAR WITH: HB 4367'17","Individual income tax; credit; qualified volunteers credit; create. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 254. TIE BAR WITH: HB 4367'17",0,,2017-03-21,"Bill Electronically Reproduced 03/16/2017",https://legiscan.com/MI/bill/HB4366/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4366
993518,1414,HB4367,1,Introduced,2017-03-16,"Individual income tax; other; volunteer firefighter and emergency medical services personnel incentive act; establish. Creates new act. TIE BAR WITH: HB 4366'17","Individual income tax; other; volunteer firefighter and emergency medical services personnel incentive act; establish. Creates new act. TIE BAR WITH: HB 4366'17",0,,2017-03-21,"Bill Electronically Reproduced 03/16/2017",https://legiscan.com/MI/bill/HB4367/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4367
993619,1414,HB4368,1,Introduced,2017-03-16,"Appropriations; other; executive recommendation; provide for omnibus bill. Creates appropriation act.","Appropriations; other; executive recommendation; provide for omnibus bill. Creates appropriation act.",0,,2017-03-21,"Bill Electronically Reproduced 03/16/2017",https://legiscan.com/MI/bill/HB4368/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4368
993636,1414,HB4369,1,Introduced,2017-03-16,"Appropriations; school aid; Appropriations; school aid; executive recommendation; provide for omnibus appropriations for school aid, higher education, and community colleges. Amends secs. 3, 4, 6, 8b, 11, 11a, 11j, 11k, 11m, 11s, 15, 18, 18c, 20, 20d, 20f, 20m, 21, 22a, 22b, 22d, 23a, 24, 24a, 24c, 26a, 26b, 26c, 31a, 31b, 31d, 31f, 32d, 32p, 35, 35a, 39, 39a, 41, 51a, 51c, 51d, 53a, 54, 54b, 56, 61a, 61b, 61c, 62, 64b, 67, 74, 81, 94, 94a, 95a, 98, 99h, 99s, 104, 104c, 107, 147, 147a, 147c, 152a, 166b, 201, 206, 207a, 207b, 207c, 209, 210b, 210e, 217, 222, 223, 224, 225, 226, 229a, 236, 236b, 236c, 237b, 241, 242, 244, 245, 251, 252, 254, 256, 263, 263a, 264, 265, 265a, 267, 268, 269, 270, 274c, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284, 286a & 289 of 1979 PA 94 (MCL 388.1603 et seq.); adds secs. 21h, 22m, 22n, 23f, 29, 78, 99k, 249 & 250 & repeals secs. 11o, 11r, 20g, 21g, 22g, 25f, 25g, 31c, 31h, 31j, 32q, 55, 63, 65, 99t, 102d, 104d, 152d, 201a, 208, 212, 227, 228, 236a, 261, 271a, 274 & 275a of 1979 PA 94 (MCL 388.1611o et seq.).","Appropriations; school aid; Appropriations; school aid; executive recommendation; provide for omnibus appropriations for school aid, higher education, and community colleges. Amends secs. 3, 4, 6, 8b, 11, 11a, 11j, 11k, 11m, 11s, 15, 18, 18c, 20, 20d, 20f, 20m, 21, 22a, 22b, 22d, 23a, 24, 24a, 24c, 26a, 26b, 26c, 31a, 31b, 31d, 31f, 32d, 32p, 35, 35a, 39, 39a, 41, 51a, 51c, 51d, 53a, 54, 54b, 56, 61a, 61b, 61c, 62, 64b, 67, 74, 81, 94, 94a, 95a, 98, 99h, 99s, 104, 104c, 107, 147, 147a, 147c, 152a, 166b, 201, 206, 207a, 207b, 207c, 209, 210b, 210e, 217, 222, 223, 224, 225, 226, 229a, 236, 236b, 236c, 237b, 241, 242, 244, 245, 251, 252, 254, 256, 263, 263a, 264, 265, 265a, 267, 268, 269, 270, 274c, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284, 286a & 289 of 1979 PA 94 (MCL 388.1603 et seq.); adds secs. 21h, 22m, 22n, 23f, 29, 78, 99k, 249 & 250 & repeals secs. 11o, 11r, 20g, 21g, 22g, 25f, 25g, 31c, 31h, 31j, 32q, 55, 63, 65, 99t, 102d, 104d, 152d, 201a, 208, 212, 227, 228, 236a, 261, 271a, 274 & 275a of 1979 PA 94 (MCL 388.1611o et seq.).",0,,2017-03-21,"Bill Electronically Reproduced 03/16/2017",https://legiscan.com/MI/bill/HB4369/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4369
993544,1414,HB4370,1,Introduced,2017-03-16,"Townships; public services; townships to create special assessment districts for private utility services; allow. Amends sec. 3 of 1954 PA 188 (MCL 41.723). TIE BAR WITH: HB 4359'17, HB 4371'17","Townships; public services; townships to create special assessment districts for private utility services; allow. Amends sec. 3 of 1954 PA 188 (MCL 41.723). TIE BAR WITH: HB 4359'17, HB 4371'17",0,,2017-03-21,"Bill Electronically Reproduced 03/16/2017",https://legiscan.com/MI/bill/HB4370/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4370
993486,1414,HB4371,1,Introduced,2017-03-16,"Townships; public services; townships to create special assessment districts for private utility services; allow. Amends sec. 9a of 1954 PA 188 (MCL 41.729a). TIE BAR WITH: HB 4359'17, HB 4370'17","Townships; public services; townships to create special assessment districts for private utility services; allow. Amends sec. 9a of 1954 PA 188 (MCL 41.729a). TIE BAR WITH: HB 4359'17, HB 4370'17",0,,2017-03-21,"Bill Electronically Reproduced 03/16/2017",https://legiscan.com/MI/bill/HB4371/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4371
993651,1414,HB4372,1,Introduced,2017-03-16,"Water; quality; testing for levels of lead and other contaminants in water supplied to colleges and universities; require. Amends 1976 PA 399 (MCL 325.1001 - 325.1023) by adding sec. 7b.","Water; quality; testing for levels of lead and other contaminants in water supplied to colleges and universities; require. Amends 1976 PA 399 (MCL 325.1001 - 325.1023) by adding sec. 7b.",0,,2017-03-21,"Bill Electronically Reproduced 03/16/2017",https://legiscan.com/MI/bill/HB4372/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4372
993503,1414,HB4373,1,Introduced,2017-03-16,"Health; pharmaceuticals; allowable grams of ephedrine or pseudoephedrine for purchase; modify. Amends sec. 17766c of 1978 PA 368 (MCL 333.17766c).","Health; pharmaceuticals; allowable grams of ephedrine or pseudoephedrine for purchase; modify. Amends sec. 17766c of 1978 PA 368 (MCL 333.17766c).",0,,2017-03-21,"Bill Electronically Reproduced 03/16/2017",https://legiscan.com/MI/bill/HB4373/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4373
993596,1414,HB4374,1,Introduced,2017-03-16,"Occupations; notaries public; eligibility requirements for notary public appointment; revise, and require certain record keeping. Amends secs. 11, 19 & 25 of 2003 PA 238 (MCL 55.271 et seq.) & adds sec. 12.","Occupations; notaries public; eligibility requirements for notary public appointment; revise, and require certain record keeping. Amends secs. 11, 19 & 25 of 2003 PA 238 (MCL 55.271 et seq.) & adds sec. 12.",0,,2017-03-21,"Bill Electronically Reproduced 03/16/2017",https://legiscan.com/MI/bill/HB4374/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4374
993668,1414,HB4375,1,Introduced,2017-03-16,"Water; other; water ombudsman; create. Creates new act.","Water; other; water ombudsman; create. Creates new act.",0,,2017-03-21,"Bill Electronically Reproduced 03/16/2017",https://legiscan.com/MI/bill/HB4375/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4375
996253,1414,HB4376,1,Introduced,2017-03-21,"Education; financing; permissible use of sinking funds; expand to include school bus purchasing. Amends sec. 1212 of 1976 PA 451 (MCL 380.1212).","Education; financing; permissible use of sinking funds; expand to include school bus purchasing. Amends sec. 1212 of 1976 PA 451 (MCL 380.1212).",0,,2017-03-22,"Bill Electronically Reproduced 03/21/2017",https://legiscan.com/MI/bill/HB4376/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4376
996273,1414,HB4377,1,Introduced,2017-03-21,"Michigan business tax; credits; notification and time frame for claiming certificated credits; provide for. Amends sec. 500 of 2007 PA 36 (MCL 208.1500).","Michigan business tax; credits; notification and time frame for claiming certificated credits; provide for. Amends sec. 500 of 2007 PA 36 (MCL 208.1500).",0,,2017-03-22,"Bill Electronically Reproduced 03/21/2017",https://legiscan.com/MI/bill/HB4377/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4377
996126,1414,HB4378,1,Introduced,2017-03-21,"Water; quality; testing for levels of lead and other contaminants in water supplied to nonpublic schools; require. Amends 1976 PA 399 (MCL 325.1001 - 325.1023) by adding sec. 7c.","Water; quality; testing for levels of lead and other contaminants in water supplied to nonpublic schools; require. Amends 1976 PA 399 (MCL 325.1001 - 325.1023) by adding sec. 7c.",0,,2017-03-22,"Bill Electronically Reproduced 03/21/2017",https://legiscan.com/MI/bill/HB4378/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4378
996192,1414,HB4379,1,Introduced,2017-03-21,"Water; quality; testing for levels of lead and other contaminants in water supplied to hospitals; provide for. Amends 1976 PA 399 (MCL 325.1001 - 325.1023) by adding sec. 7a.","Water; quality; testing for levels of lead and other contaminants in water supplied to hospitals; provide for. Amends 1976 PA 399 (MCL 325.1001 - 325.1023) by adding sec. 7a.",0,,2017-03-22,"Bill Electronically Reproduced 03/21/2017",https://legiscan.com/MI/bill/HB4379/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4379
996234,1414,HB4380,2,Engrossed,2017-12-12,"Recreation; state parks; waiver of passport recreational fees; provide in vehicle code for totally disabled veterans without special registration plates. Amends sec. 805 of 1949 PA 300 (MCL 257.805). TIE BAR WITH: HB 4381'17","Recreation; state parks; waiver of passport recreational fees; provide in vehicle code for totally disabled veterans without special registration plates. Amends sec. 805 of 1949 PA 300 (MCL 257.805). TIE BAR WITH: HB 4381'17",2553,"Senate Veterans, Military Affairs And Homeland Security",2017-12-13,"Referred To Committee On Veterans, Military Affairs And Homeland Security",https://legiscan.com/MI/bill/HB4380/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4380
996258,1414,HB4381,2,Engrossed,2017-12-12,"Recreation; state parks; waiver of passport recreational fees; provide in natural resources and environmental protection act for totally disabled veterans without special registration plates. Amends secs. 74116 & 78119 of 1994 PA 451 (MCL 324.74116 & 324.78119). TIE BAR WITH: HB 4380'17","Recreation; state parks; waiver of passport recreational fees; provide in natural resources and environmental protection act for totally disabled veterans without special registration plates. Amends secs. 74116 & 78119 of 1994 PA 451 (MCL 324.74116 & 324.78119). TIE BAR WITH: HB 4380'17",2553,"Senate Veterans, Military Affairs And Homeland Security",2017-12-13,"Referred To Committee On Veterans, Military Affairs And Homeland Security",https://legiscan.com/MI/bill/HB4381/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4381
996265,1414,HB4382,1,Introduced,2017-03-21,"Disabilities; other; penalties for certain violations to provision in use of travel aids by blind persons act; increase. Amends secs. 1a & 3 of 1937 PA 10 (MCL 752.51a & 752.53).","Disabilities; other; penalties for certain violations to provision in use of travel aids by blind persons act; increase. Amends secs. 1a & 3 of 1937 PA 10 (MCL 752.51a & 752.53).",0,,2017-03-22,"Bill Electronically Reproduced 03/21/2017",https://legiscan.com/MI/bill/HB4382/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4382
