bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
224250,114,HB4001,1,Introduced,2011-01-13,"Michigan business tax; surcharge; surcharge tax; repeal. Repeals sec. 281 of 2007 PA 36 (MCL 208.1281).","Michigan business tax; surcharge; surcharge tax; repeal. Repeals sec. 281 of 2007 PA 36 (MCL 208.1281).",825,"House Tax Policy",2011-01-18,"Printed Bill Filed 01/14/2011",https://legiscan.com/MI/bill/HB4001/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4001
296517,114,HB4388,1,Introduced,2011-03-08,"Human services; services or financial assistance; use of e-verify for verification of legal residence; require. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 10d.","Human services; services or financial assistance; use of e-verify for verification of legal residence; require. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 10d.",1722,"House Families, Children, And Seniors",2011-03-09,"Printed Bill Filed 03/09/2011",https://legiscan.com/MI/bill/HB4388/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4388
296561,114,HB4389,4,Passed,2011-06-08,"Occupations; dentists; dentists practicing under special volunteer license; extend immunity from liability. Amends sec. 16185 of 1978 PA 368 (MCL 333.16185).","Occupations; dentists; dentists practicing under special volunteer license; extend immunity from liability. Amends sec. 16185 of 1978 PA 368 (MCL 333.16185).",0,,2011-06-08,"Assigned Pa 55'11 With Immediate Effect",https://legiscan.com/MI/bill/HB4389/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4389
296534,114,HB4390,1,Introduced,2011-03-08,"Employment security; other; payment method for unemployment tax; modify. Amends secs. 13 & 15 of 1936 (Ex Sess) PA 1 (MCL 421.13 & 421.15) & adds sec. 15a.","Employment security; other; payment method for unemployment tax; modify. Amends secs. 13 & 15 of 1936 (Ex Sess) PA 1 (MCL 421.13 & 421.15) & adds sec. 15a.",817,"House Commerce",2011-03-09,"Printed Bill Filed 03/09/2011",https://legiscan.com/MI/bill/HB4390/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4390
296742,114,HB4391,1,Introduced,2011-03-08,"Education; discipline; adoption and implementation of policy prohibiting harassment, intimidation, or cyberbullying; require. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1310b.","Education; discipline; adoption and implementation of policy prohibiting harassment, intimidation, or cyberbullying; require. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1310b.",818,"House Education",2011-03-09,"Printed Bill Filed 03/09/2011",https://legiscan.com/MI/bill/HB4391/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4391
296749,114,HB4392,1,Introduced,2011-03-08,"Crimes; other; court to defer prosecution of person less than 18 years convicted of cyberbullying; allow under certain circumstances. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding sec. 4b to ch. IX.","Crimes; other; court to defer prosecution of person less than 18 years convicted of cyberbullying; allow under certain circumstances. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding sec. 4b to ch. IX.",821,"House Judiciary",2011-03-09,"Printed Bill Filed 03/09/2011",https://legiscan.com/MI/bill/HB4392/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4392
296620,114,HB4393,4,Passed,2012-05-08,"Liquor; drinking age; certain minors; exempt from underage drinking violation under certain circumstances. Amends sec. 703 of 1998 PA 58 (MCL 436.1703).","Liquor; drinking age; certain minors; exempt from underage drinking violation under certain circumstances. Amends sec. 703 of 1998 PA 58 (MCL 436.1703).",0,,2012-05-08,"Assigned Pa 125'12 With Immediate Effect",https://legiscan.com/MI/bill/HB4393/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4393
296776,114,HB4394,4,Passed,2011-12-28,"Employment security; benefits; computation and charging of unemployment benefits; modify for continuing employer. Amends 1936 (Ex Sess) PA 1 (MCL 421.1 - 421.75) by adding sec. 27c.","Employment security; benefits; computation and charging of unemployment benefits; modify for continuing employer. Amends 1936 (Ex Sess) PA 1 (MCL 421.1 - 421.75) by adding sec. 27c.",0,,2011-12-28,"Assigned Pa 281'11 With Immediate Effect",https://legiscan.com/MI/bill/HB4394/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4394
296545,114,HB4395,1,Introduced,2011-03-08,"Michigan business tax; credits; recapture of tax credits for businesses relocating out of this state; provide for. Amends 2007 PA 36 (MCL 208.1101 - 208.1601) by adding sec. 402.","Michigan business tax; credits; recapture of tax credits for businesses relocating out of this state; provide for. Amends 2007 PA 36 (MCL 208.1101 - 208.1601) by adding sec. 402.",825,"House Tax Policy",2011-03-09,"Printed Bill Filed 03/09/2011",https://legiscan.com/MI/bill/HB4395/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4395
296855,114,HB4396,1,Introduced,2011-03-08,"Education; school districts; guidelines and information regarding management of concussions and head injury in youth sports; establish. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1290.","Education; school districts; guidelines and information regarding management of concussions and head injury in youth sports; establish. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1290.",818,"House Education",2011-03-09,"Printed Bill Filed 03/09/2011",https://legiscan.com/MI/bill/HB4396/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4396
296604,114,HB4397,1,Introduced,2011-03-08,"Health; pharmaceuticals; formation of medicinal marihuana clubs or operation of medical marihuana bars; prohibit. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 7421.","Health; pharmaceuticals; formation of medicinal marihuana clubs or operation of medical marihuana bars; prohibit. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 7421.",821,"House Judiciary",2011-03-09,"Printed Bill Filed 03/09/2011",https://legiscan.com/MI/bill/HB4397/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4397
297726,114,HB4398,1,Introduced,2011-03-09,"Environmental protection; hazardous waste; aboveground gasoline and diesel storage tanks; require remediation and removal after 3 years of dormancy. Amends sec. 5c of 1941 PA 207 (MCL 29.5c).","Environmental protection; hazardous waste; aboveground gasoline and diesel storage tanks; require remediation and removal after 3 years of dormancy. Amends sec. 5c of 1941 PA 207 (MCL 29.5c).",898,"House Energy And Technology",2011-03-10,"Printed Bill Filed 03/10/2011",https://legiscan.com/MI/bill/HB4398/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4398
297728,114,HB4399,1,Introduced,2011-03-09,"Environmental protection; air pollution; geological carbon sequestration; authorize. Amends secs. 62501, 62502, 62508, 62509, 62509a & 62516 of 1994 PA 451 (MCL 324.62501 et seq.) & adds pt. 627 to subchapter 3, ch. 3 of art. III. TIE BAR WITH: HB 4401'11","Environmental protection; air pollution; geological carbon sequestration; authorize. Amends secs. 62501, 62502, 62508, 62509, 62509a & 62516 of 1994 PA 451 (MCL 324.62501 et seq.) & adds pt. 627 to subchapter 3, ch. 3 of art. III. TIE BAR WITH: HB 4401'11",898,"House Energy And Technology",2011-03-10,"Printed Bill Filed 03/10/2011",https://legiscan.com/MI/bill/HB4399/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4399
297695,114,HB4400,1,Introduced,2011-03-09,"Criminal procedure; sentencing guidelines; sentencing guidelines for false statement regarding carbon sequestration; enact. Amends sec. 13f, ch. XVII of 1927 PA 175 (MCL 777.13f). TIE BAR WITH: HB 4401'11","Criminal procedure; sentencing guidelines; sentencing guidelines for false statement regarding carbon sequestration; enact. Amends sec. 13f, ch. XVII of 1927 PA 175 (MCL 777.13f). TIE BAR WITH: HB 4401'11",898,"House Energy And Technology",2011-03-10,"Printed Bill Filed 03/10/2011",https://legiscan.com/MI/bill/HB4400/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4400
297537,114,HB4401,1,Introduced,2011-03-09,"Environmental protection; air pollution; geological carbon sequestration; regulate. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding secs. 62715, 62717, 62719, 62721, 62723, 62725, 62727, 62729, 62731, 62733, 62735, 62737, 62739, 62741, 62743 & 62745.","Environmental protection; air pollution; geological carbon sequestration; regulate. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding secs. 62715, 62717, 62719, 62721, 62723, 62725, 62727, 62729, 62731, 62733, 62735, 62737, 62739, 62741, 62743 & 62745.",898,"House Energy And Technology",2011-03-10,"Printed Bill Filed 03/10/2011",https://legiscan.com/MI/bill/HB4401/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4401
297390,114,HB4402,1,Introduced,2011-03-09,"Education; school districts; smaller class size in underperforming schools; require. Amends sec. 1280 of 1976 PA 451 (MCL 380.1280).","Education; school districts; smaller class size in underperforming schools; require. Amends sec. 1280 of 1976 PA 451 (MCL 380.1280).",818,"House Education",2011-03-10,"Printed Bill Filed 03/10/2011",https://legiscan.com/MI/bill/HB4402/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4402
297341,114,HB4403,4,Passed,2012-02-08,"Courts; juries; individuals who fail to return jury questionnaires; ensure continued eligibility for jury service. Amends sec. 1313 of 1961 PA 236 (MCL 600.1313).","Courts; juries; individuals who fail to return jury questionnaires; ensure continued eligibility for jury service. Amends sec. 1313 of 1961 PA 236 (MCL 600.1313).",0,,2012-02-08,"Assigned Pa 3'12 With Immediate Effect",https://legiscan.com/MI/bill/HB4403/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4403
297690,114,HB4404,1,Introduced,2011-03-09,"Civil procedure; foreclosure; 1-year moratorium on residential mortgage and land contract foreclosures; make applicable to MSHDA mortgages and land contracts. Amends secs. 48d, 49 & 49i of 1966 PA 346 (MCL 125.1448d et seq.). TIE BAR WITH: HB 4405'11","Civil procedure; foreclosure; 1-year moratorium on residential mortgage and land contract foreclosures; make applicable to MSHDA mortgages and land contracts. Amends secs. 48d, 49 & 49i of 1966 PA 346 (MCL 125.1448d et seq.). TIE BAR WITH: HB 4405'11",816,"House Banking And Financial Services",2011-03-10,"Printed Bill Filed 03/10/2011",https://legiscan.com/MI/bill/HB4404/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4404
297576,114,HB4405,1,Introduced,2011-03-09,"Civil procedure; foreclosure; 1-year moratorium on residential mortgage and land contract foreclosures; provide for. Amends secs. 3101, 3115, 3201 & 3236 of 1961 PA 236 (MCL 600.3101 et seq.) & adds secs. 3116 & 3237. TIE BAR WITH: HB 4404'11","Civil procedure; foreclosure; 1-year moratorium on residential mortgage and land contract foreclosures; provide for. Amends secs. 3101, 3115, 3201 & 3236 of 1961 PA 236 (MCL 600.3101 et seq.) & adds secs. 3116 & 3237. TIE BAR WITH: HB 4404'11",816,"House Banking And Financial Services",2011-03-10,"Printed Bill Filed 03/10/2011",https://legiscan.com/MI/bill/HB4405/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4405
297557,114,HB4406,1,Introduced,2011-03-09,"Appropriations; zero budget; supplemental appropriations; provide for fiscal year 2010-2011. Creates appropriation act.","Appropriations; zero budget; supplemental appropriations; provide for fiscal year 2010-2011. Creates appropriation act.",889,"House Appropriations",2011-03-10,"Printed Bill Filed 03/10/2011",https://legiscan.com/MI/bill/HB4406/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4406
297580,114,HB4407,4,Passed,2011-05-31,"Appropriations; zero budget; supplemental appropriations; provide for fiscal year 2010-2011. Creates appropriation act.","Appropriations; zero budget; supplemental appropriations; provide for fiscal year 2010-2011. Creates appropriation act.",0,,2011-05-31,"Disapproved Line Item(s) Re-referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4407/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4407
297509,114,HB4408,4,Passed,2011-04-12,"Employment security; administration; fraud control measures and benefit and extended benefit period adjustments; implement. Amends secs. 10, 15, 27, 54, 62 & 64 of 1936 (Ex Sess) PA 1 (MCL 421.10 et seq.).","Employment security; administration; fraud control measures and benefit and extended benefit period adjustments; implement. Amends secs. 10, 15, 27, 54, 62 & 64 of 1936 (Ex Sess) PA 1 (MCL 421.10 et seq.).",0,,2011-04-12,"Assigned Pa 14'11 With Immediate Effect",https://legiscan.com/MI/bill/HB4408/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4408
297984,114,HB4409,4,Passed,2011-09-07,"Human services; services or financial assistance; general revisions to family independence program assistance benefits; provide for. Amends secs. 57, 57a, 57b, 57c, 57d, 57e, 57g, 57i, 57l, 57p, 57q, 57r & 57u of 1939 PA 280 (MCL 400.57 et seq.) & repeals secs. 57h, 57k, 57o & 57t of 1939 PA 280 (MCL 400.57h et seq.). TIE BAR WITH: HB 4410'11","Human services; services or financial assistance; general revisions to family independence program assistance benefits; provide for. Amends secs. 57, 57a, 57b, 57c, 57d, 57e, 57g, 57i, 57l, 57p, 57q, 57r & 57u of 1939 PA 280 (MCL 400.57 et seq.) & repeals secs. 57h, 57k, 57o & 57t of 1939 PA 280 (MCL 400.57h et seq.). TIE BAR WITH: HB 4410'11",0,,2011-09-07,"Assigned Pa 131'11 With Immediate Effect",https://legiscan.com/MI/bill/HB4409/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4409
297931,114,HB4410,4,Passed,2011-09-07,"Human services; services or financial assistance; exemptions to JET program participation requirements; clarify. Amends sec. 57f of 1939 PA 280 (MCL 400.57f).","Human services; services or financial assistance; exemptions to JET program participation requirements; clarify. Amends sec. 57f of 1939 PA 280 (MCL 400.57f).",0,,2011-09-07,"Assigned Pa 132'11 With Immediate Effect",https://legiscan.com/MI/bill/HB4410/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4410
297946,114,HB4411,4,Passed,2011-11-29,"Health; occupations; reinstatement provisions applicable to license or registration suspension or revocation upon conviction of first, second, or third degree criminal sexual conduct; clarify no reinstatement if license or registration is permanently revoked. Amends sec. 16245 of 1978 PA 368 (MCL 333.16245). TIE BAR WITH: HB 4412'11, SB 0235'11","Health; occupations; reinstatement provisions applicable to license or registration suspension or revocation upon conviction of first, second, or third degree criminal sexual conduct; clarify no reinstatement if license or registration is permanently revoked. Amends sec. 16245 of 1978 PA 368 (MCL 333.16245). TIE BAR WITH: HB 4412'11, SB 0235'11",0,,2011-11-29,"Assigned Pa 223'11 With Immediate Effect",https://legiscan.com/MI/bill/HB4411/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4411
298014,114,HB4412,4,Passed,2011-11-29,"Health; occupations; conviction of first, second, or third degree criminal sexual conduct while acting within scope of practice; revise sanction disciplinary subcommittee must impose and include permanent revocation. Amends sec. 16226 of 1978 PA 368 (MCL 333.16226). TIE BAR WITH: HB 4411'11, SB 0235'11","Health; occupations; conviction of first, second, or third degree criminal sexual conduct while acting within scope of practice; revise sanction disciplinary subcommittee must impose and include permanent revocation. Amends sec. 16226 of 1978 PA 368 (MCL 333.16226). TIE BAR WITH: HB 4411'11, SB 0235'11",0,,2011-11-29,"Assigned Pa 224'11 With Immediate Effect",https://legiscan.com/MI/bill/HB4412/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4412
297977,114,HB4413,1,Introduced,2011-03-10,"Health; occupations; conviction of first, second, or third degree criminal sexual conduct; revise sanction disciplinary subcommittee must impose. Amends sec. 16221 of 1978 PA 368 (MCL 333.16221). TIE BAR WITH: HB 4411'11, HB 4412'11","Health; occupations; conviction of first, second, or third degree criminal sexual conduct; revise sanction disciplinary subcommittee must impose. Amends sec. 16221 of 1978 PA 368 (MCL 333.16221). TIE BAR WITH: HB 4411'11, HB 4412'11",842,"Senate Judiciary",2011-05-18,"Referred To Committee On Judiciary",https://legiscan.com/MI/bill/HB4413/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4413
297990,114,HB4414,1,Introduced,2011-03-10,"Family law; marriage and divorce; application requirements for marriage license; modify proof of identification requirements. Amends sec. 2 of 1887 PA 128 (MCL 551.102).","Family law; marriage and divorce; application requirements for marriage license; modify proof of identification requirements. Amends sec. 2 of 1887 PA 128 (MCL 551.102).",1722,"House Families, Children, And Seniors",2011-03-15,"Printed Bill Filed 03/11/2011",https://legiscan.com/MI/bill/HB4414/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4414
318523,114,HB4415,1,Introduced,2011-03-15,"Retirement; state employees; retired firefighters to work with department of natural resources forest fires; allow. Amends sec. 68c of 1943 PA 240 (MCL 38.68c).","Retirement; state employees; retired firefighters to work with department of natural resources forest fires; allow. Amends sec. 68c of 1943 PA 240 (MCL 38.68c).",1789,"Senate Natural Resources, Environment And Great Lakes",2011-04-28,"Referred To Committee On Natural Resources, Environment And Great Lakes",https://legiscan.com/MI/bill/HB4415/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4415
319205,114,HB4416,4,Passed,2011-07-27,"Traffic control; traffic regulation; enforcement of certain Michigan vehicle code violations on publicly accessible private roads; expand to permit enforcement by counties under certain circumstances. Amends sec. 601a of 1949 PA 300 (MCL 257.601a).","Traffic control; traffic regulation; enforcement of certain Michigan vehicle code violations on publicly accessible private roads; expand to permit enforcement by counties under certain circumstances. Amends sec. 601a of 1949 PA 300 (MCL 257.601a).",0,,2011-07-27,"Assigned Pa 115'11 With Immediate Effect",https://legiscan.com/MI/bill/HB4416/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4416
312371,114,HB4417,1,Introduced,2011-03-15,"Civil procedure; foreclosure; mortgage modification negotiation program; eliminate sunset. Amends sec. 3204 of 1961 PA 236 (MCL 600.3204) & repeals sec. 3205e of 1961 PA 236 (MCL 600.3205e).","Civil procedure; foreclosure; mortgage modification negotiation program; eliminate sunset. Amends sec. 3204 of 1961 PA 236 (MCL 600.3204) & repeals sec. 3205e of 1961 PA 236 (MCL 600.3205e).",816,"House Banking And Financial Services",2011-03-16,"Printed Bill Filed 03/16/2011",https://legiscan.com/MI/bill/HB4417/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4417
308275,114,HB4418,1,Introduced,2011-03-15,"Counties; boards and commissions; membership on the board of public works; modify. Amends sec. 2 of 1957 PA 185 (MCL 123.732).","Counties; boards and commissions; membership on the board of public works; modify. Amends sec. 2 of 1957 PA 185 (MCL 123.732).",1721,"House Local, Intergovernmental, And Regional Affairs",2011-03-16,"Printed Bill Filed 03/16/2011",https://legiscan.com/MI/bill/HB4418/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4418
304480,114,HB4419,1,Introduced,2011-03-15,"Public employees and officers; ethics; incompatible offices; provide exception for township supervisor and county board of public works. Amends sec. 3 of 1978 PA 566 (MCL 15.183). TIE BAR WITH: HB 4418'11","Public employees and officers; ethics; incompatible offices; provide exception for township supervisor and county board of public works. Amends sec. 3 of 1978 PA 566 (MCL 15.183). TIE BAR WITH: HB 4418'11",1784,"Senate Local Government And Elections",2011-06-23,"Referred To Committee On Local Government And Elections",https://legiscan.com/MI/bill/HB4419/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4419
305071,114,HB4420,1,Introduced,2011-03-15,"Retirement; college employees; removal of community college employees from school retirement system; provide for. Amends secs. 6 & 7 of 1980 PA 300 (MCL 38.1306 & 38.1307).","Retirement; college employees; removal of community college employees from school retirement system; provide for. Amends secs. 6 & 7 of 1980 PA 300 (MCL 38.1306 & 38.1307).",0,,2011-05-26,"Recommendation Concurred In",https://legiscan.com/MI/bill/HB4420/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4420
301298,114,HB4421,1,Introduced,2011-03-15,"Liquor; licenses; inventory on premises; modify for licensees operating motor fuel pumps. Amends sec. 541 of 1998 PA 58 (MCL 436.1541).","Liquor; licenses; inventory on premises; modify for licensees operating motor fuel pumps. Amends sec. 541 of 1998 PA 58 (MCL 436.1541).",895,"House Regulatory Reform",2011-03-16,"Printed Bill Filed 03/16/2011",https://legiscan.com/MI/bill/HB4421/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4421
307829,114,HB4422,1,Introduced,2011-03-15,"Property tax; exemptions; poverty exemption; revise. Amends sec. 7u of 1893 PA 206 (MCL 211.7u).","Property tax; exemptions; poverty exemption; revise. Amends sec. 7u of 1893 PA 206 (MCL 211.7u).",825,"House Tax Policy",2011-03-16,"Printed Bill Filed 03/16/2011",https://legiscan.com/MI/bill/HB4422/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4422
303078,114,HB4423,1,Introduced,2011-03-15,"Property tax; other; assessment change notice; revise. Amends sec. 24c of 1893 PA 206 (MCL 211.24c).","Property tax; other; assessment change notice; revise. Amends sec. 24c of 1893 PA 206 (MCL 211.24c).",825,"House Tax Policy",2011-03-16,"Printed Bill Filed 03/16/2011",https://legiscan.com/MI/bill/HB4423/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4423
313702,114,HB4424,1,Introduced,2011-03-15,"Property tax; delinquent taxes; items included in delinquent taxes; exclude water and utility bills. Amends sec. 78a of 1893 PA 206 (MCL 211.78a).","Property tax; delinquent taxes; items included in delinquent taxes; exclude water and utility bills. Amends sec. 78a of 1893 PA 206 (MCL 211.78a).",825,"House Tax Policy",2011-03-16,"Printed Bill Filed 03/16/2011",https://legiscan.com/MI/bill/HB4424/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4424
314495,114,HB4425,1,Introduced,2011-03-15,"Property tax; appeals; resident protest to board of review by letter; allow. Amends sec. 30 of 1893 PA 206 (MCL 211.30).","Property tax; appeals; resident protest to board of review by letter; allow. Amends sec. 30 of 1893 PA 206 (MCL 211.30).",825,"House Tax Policy",2011-03-16,"Printed Bill Filed 03/16/2011",https://legiscan.com/MI/bill/HB4425/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4425
318352,114,HB4426,1,Introduced,2011-03-15,"Property tax; delinquent taxes; first notice of forfeiture; revise. Amends sec. 78c of 1893 PA 206 (MCL 211.78c).","Property tax; delinquent taxes; first notice of forfeiture; revise. Amends sec. 78c of 1893 PA 206 (MCL 211.78c).",825,"House Tax Policy",2011-03-16,"Printed Bill Filed 03/16/2011",https://legiscan.com/MI/bill/HB4426/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4426
314781,114,HB4427,1,Introduced,2011-03-15,"Property tax; delinquent taxes; second notice of forfeiture; revise. Amends sec. 78f of 1893 PA 206 (MCL 211.78f).","Property tax; delinquent taxes; second notice of forfeiture; revise. Amends sec. 78f of 1893 PA 206 (MCL 211.78f).",825,"House Tax Policy",2011-03-16,"Printed Bill Filed 03/16/2011",https://legiscan.com/MI/bill/HB4427/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4427
301194,114,HB4428,1,Introduced,2011-03-15,"Property tax; delinquent taxes; additional interest upon forfeiture; permit waiver under certain circumstances. Amends sec. 78g of 1893 PA 206 (MCL 211.78g).","Property tax; delinquent taxes; additional interest upon forfeiture; permit waiver under certain circumstances. Amends sec. 78g of 1893 PA 206 (MCL 211.78g).",825,"House Tax Policy",2011-03-16,"Printed Bill Filed 03/16/2011",https://legiscan.com/MI/bill/HB4428/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4428
311267,114,HB4429,1,Introduced,2011-03-15,"Property tax; delinquent taxes; eligibility requirements to withhold property from the petition for foreclosure; revise. Amends sec. 78h of 1893 PA 206 (MCL 211.78h).","Property tax; delinquent taxes; eligibility requirements to withhold property from the petition for foreclosure; revise. Amends sec. 78h of 1893 PA 206 (MCL 211.78h).",825,"House Tax Policy",2011-03-16,"Printed Bill Filed 03/16/2011",https://legiscan.com/MI/bill/HB4429/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4429
300309,114,HB4430,1,Introduced,2011-03-15,"Property tax; delinquent taxes; notice requirements for show cause hearing and foreclosure hearing; revise. Amends sec. 78i of 1893 PA 206 (MCL 211.78i).","Property tax; delinquent taxes; notice requirements for show cause hearing and foreclosure hearing; revise. Amends sec. 78i of 1893 PA 206 (MCL 211.78i).",825,"House Tax Policy",2011-03-16,"Printed Bill Filed 03/16/2011",https://legiscan.com/MI/bill/HB4430/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4430
318384,114,HB4431,1,Introduced,2011-03-15,"Property tax; delinquent taxes; notice of judgment foreclosing property; revise. Amends sec. 78k of 1893 PA 206 (MCL 211.78k).","Property tax; delinquent taxes; notice of judgment foreclosing property; revise. Amends sec. 78k of 1893 PA 206 (MCL 211.78k).",825,"House Tax Policy",2011-03-16,"Printed Bill Filed 03/16/2011",https://legiscan.com/MI/bill/HB4431/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4431
312852,114,HB4432,1,Introduced,2011-03-15,"Civil procedure; foreclosure; foreclosure of mortgages; require notice to local unit of government before foreclosure. Amends sec. 3204 of 1961 PA 236 (MCL 600.3204) & adds sec. 3104.","Civil procedure; foreclosure; foreclosure of mortgages; require notice to local unit of government before foreclosure. Amends sec. 3204 of 1961 PA 236 (MCL 600.3204) & adds sec. 3104.",825,"House Tax Policy",2011-03-16,"Printed Bill Filed 03/16/2011",https://legiscan.com/MI/bill/HB4432/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4432
308039,114,HB4433,1,Introduced,2011-03-15,"Health; abortion; performance of a diagnostic ultrasound examination on woman seeking an abortion; require, and require use of most technologically advanced equipment on site. Amends secs. 17014 & 17015 of 1978 PA 368 (MCL 333.17014 & 333.17015).","Health; abortion; performance of a diagnostic ultrasound examination on woman seeking an abortion; require, and require use of most technologically advanced equipment on site. Amends secs. 17014 & 17015 of 1978 PA 368 (MCL 333.17014 & 333.17015).",892,"House Health Policy",2011-03-16,"Printed Bill Filed 03/16/2011",https://legiscan.com/MI/bill/HB4433/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4433
303934,114,HB4434,1,Introduced,2011-03-15,"Vehicles; registration plates; fund-raising plate for hospice and palliative care; create. Amends sec. 811e of 1949 PA 300 (MCL 257.811e) & adds sec. 811r.","Vehicles; registration plates; fund-raising plate for hospice and palliative care; create. Amends sec. 811e of 1949 PA 300 (MCL 257.811e) & adds sec. 811r.",0,,2012-05-02,"Referred To Second Reading",https://legiscan.com/MI/bill/HB4434/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4434
304508,114,HB4435,1,Introduced,2011-03-15,"Weapons; licensing; waiver for certain individuals to carry weapon in weapon-free zones; expand to include certain retired corrections officers. Amends sec. 5o of 1927 PA 372 (MCL 28.425o).","Weapons; licensing; waiver for certain individuals to carry weapon in weapon-free zones; expand to include certain retired corrections officers. Amends sec. 5o of 1927 PA 372 (MCL 28.425o).",0,,2012-11-08,"Referred To Committee Of The Whole With Substitute S-1",https://legiscan.com/MI/bill/HB4435/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4435
305331,114,HB4436,4,Passed,2011-07-27,"Property tax; payment and collection; requirement that township offices remain open on certain days for tax payments; apply to payment of a summer tax levy. Amends secs. 44 & 44a of 1893 PA 206 (MCL 211.44 & 211.44a).","Property tax; payment and collection; requirement that township offices remain open on certain days for tax payments; apply to payment of a summer tax levy. Amends secs. 44 & 44a of 1893 PA 206 (MCL 211.44 & 211.44a).",0,,2011-07-27,"Assigned Pa 126'11 With Immediate Effect",https://legiscan.com/MI/bill/HB4436/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4436
300935,114,HB4437,1,Introduced,2011-03-15,"Liquor; licenses; issuance of a probationary license; provide for under certain circumstances. Amends sec. 525 of 1998 PA 58 (MCL 436.1525).","Liquor; licenses; issuance of a probationary license; provide for under certain circumstances. Amends sec. 525 of 1998 PA 58 (MCL 436.1525).",895,"House Regulatory Reform",2011-03-16,"Printed Bill Filed 03/16/2011",https://legiscan.com/MI/bill/HB4437/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4437
309863,114,HB4438,1,Introduced,2011-03-15,"Weapons; firearms; weapon-free zones; amend concealed weapon act to include libraries. Amends sec. 5o of 1927 PA 372 (MCL 28.425o).","Weapons; firearms; weapon-free zones; amend concealed weapon act to include libraries. Amends sec. 5o of 1927 PA 372 (MCL 28.425o).",821,"House Judiciary",2011-03-16,"Printed Bill Filed 03/16/2011",https://legiscan.com/MI/bill/HB4438/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4438
