bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1204489,1638,HB4191,4,Passed,2019-10-10,"Corporate income tax: other; election to file a return under the Michigan business tax under certain circumstances; provide for. Amends sec. 680 of 1967 PA 281 (MCL 206.680). TIE BAR WITH: HB 4189'19, HB 4190'19","Corporate income tax: other; election to file a return under the Michigan business tax under certain circumstances; provide for. Amends sec. 680 of 1967 PA 281 (MCL 206.680). TIE BAR WITH: HB 4189'19, HB 4190'19",0,,2019-10-10,"Assigned Pa 92'19 With Immediate Effect",https://legiscan.com/MI/bill/HB4191/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4191
1204038,1638,HB4192,1,Introduced,2019-02-14,"Crimes; penalties; unlawful dumping of garbage, certain enhanced penalties and second or subsequent violation penalties; provide for. Amends sec. 552a of 1931 PA 328 (MCL 750.552a).","Crimes; penalties; unlawful dumping of garbage, certain enhanced penalties and second or subsequent violation penalties; provide for. Amends sec. 552a of 1931 PA 328 (MCL 750.552a).",821,"House Judiciary",2019-02-19,"Bill Electronically Reproduced 02/14/2019",https://legiscan.com/MI/bill/HB4192/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4192
1204555,1638,HB4193,1,Introduced,2019-02-14,"Criminal procedure; sentencing guidelines; sentencing guidelines for enhanced second or subsequent illegal dumping of garbage violation; provide for. Amends sec. 16bb, ch. XVII of 1927 PA 175 (MCL 777.16bb). TIE BAR WITH: HB 4192'19","Criminal procedure; sentencing guidelines; sentencing guidelines for enhanced second or subsequent illegal dumping of garbage violation; provide for. Amends sec. 16bb, ch. XVII of 1927 PA 175 (MCL 777.16bb). TIE BAR WITH: HB 4192'19",821,"House Judiciary",2019-02-19,"Bill Electronically Reproduced 02/14/2019",https://legiscan.com/MI/bill/HB4193/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4193
1203844,1638,HB4194,1,Introduced,2019-02-14,"Weapons; licensing; renewal of license to carry a concealed pistol; modify. Amends sec. 5l of 1927 PA 372 (MCL 28.425l).","Weapons; licensing; renewal of license to carry a concealed pistol; modify. Amends sec. 5l of 1927 PA 372 (MCL 28.425l).",821,"House Judiciary",2019-02-19,"Bill Electronically Reproduced 02/14/2019",https://legiscan.com/MI/bill/HB4194/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4194
1203907,1638,HB4195,1,Introduced,2019-02-14,"Education; school districts; training related to student disclosures regarding assaults and policy regarding sexual abuse; require. Amends sec. 1505 of 1976 PA 451 (MCL 380.1505) & adds sec. 1527a.","Education; school districts; training related to student disclosures regarding assaults and policy regarding sexual abuse; require. Amends sec. 1505 of 1976 PA 451 (MCL 380.1505) & adds sec. 1527a.",818,"House Education",2019-02-19,"Bill Electronically Reproduced 02/14/2019",https://legiscan.com/MI/bill/HB4195/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4195
1204361,1638,HB4196,1,Introduced,2019-02-14,"Elections; polling places; an elector taking a photograph of himself or herself in a polling place or taking a photograph of his or her election ballot in a polling booth or election compartment; allow, and allow an absent voter to take a photograph of his or her election ballot. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding secs. 736h & 763.","Elections; polling places; an elector taking a photograph of himself or herself in a polling place or taking a photograph of his or her election ballot in a polling booth or election compartment; allow, and allow an absent voter to take a photograph of his or her election ballot. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding secs. 736h & 763.",2828,"House Elections And Ethics",2019-02-19,"Bill Electronically Reproduced 02/14/2019",https://legiscan.com/MI/bill/HB4196/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4196
1204167,1638,HB4197,1,Introduced,2019-02-14,"Holidays; other; ""Fred Korematsu Day""; designate as January 30 of each year. Amends title of 2003 PA 225 (MCL 435.301 - 435.303) & adds sec. 4.","Holidays; other; ""Fred Korematsu Day""; designate as January 30 of each year. Amends title of 2003 PA 225 (MCL 435.301 - 435.303) & adds sec. 4.",899,"House Government Operations",2019-02-19,"Bill Electronically Reproduced 02/14/2019",https://legiscan.com/MI/bill/HB4197/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4197
1204231,1638,HB4198,1,Introduced,2019-02-14,"Traffic control: violations; prohibition of electronic communication while operating a motor vehicle; expand, and prohibit use of a cellular telephone by a minor while operating a motor vehicle. Amends secs. 602b & 602c of 1949 PA 300 (MCL 257.602b & 257.602c).","Traffic control: violations; prohibition of electronic communication while operating a motor vehicle; expand, and prohibit use of a cellular telephone by a minor while operating a motor vehicle. Amends secs. 602b & 602c of 1949 PA 300 (MCL 257.602b & 257.602c).",4024,"House Ways And Means",2020-02-05,"Re-referred To Committee On Ways And Means",https://legiscan.com/MI/bill/HB4198/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4198
1204426,1638,HB4199,1,Introduced,2019-02-14,"Traffic control: violations; penalties for operating a vehicle while sending, receiving, or reading a message on a wireless device; increase. Amends secs. 602b & 907 of 1949 PA 300 (MCL 257.602b & 257.907).","Traffic control: violations; penalties for operating a vehicle while sending, receiving, or reading a message on a wireless device; increase. Amends secs. 602b & 907 of 1949 PA 300 (MCL 257.602b & 257.907).",4024,"House Ways And Means",2020-02-05,"Re-referred To Committee On Ways And Means",https://legiscan.com/MI/bill/HB4199/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4199
1210116,1638,HB4200,1,Introduced,2019-02-19,"Weapons: concealed; penalties for open-carry of a concealed pistol in prohibited areas; modify. Amends sec. 5o of 1927 PA 372 (MCL 28.425o).","Weapons: concealed; penalties for open-carry of a concealed pistol in prohibited areas; modify. Amends sec. 5o of 1927 PA 372 (MCL 28.425o).",821,"House Judiciary",2019-06-18,"Referred To Committee On Judiciary, With Substitute (h-2)",https://legiscan.com/MI/bill/HB4200/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4200
1210405,1638,HB4201,1,Introduced,2019-02-19,"Weapons: concealed; sentencing guidelines; update. Amends sec. 11b, ch. XVII of 1927 PA 175 (MCL 777.11b).","Weapons: concealed; sentencing guidelines; update. Amends sec. 11b, ch. XVII of 1927 PA 175 (MCL 777.11b).",821,"House Judiciary",2019-06-18,"Referred To Committee On Judiciary, With Substitute (h-1)",https://legiscan.com/MI/bill/HB4201/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4201
1210164,1638,HB4202,1,Introduced,2019-02-19,"Insurance: no-fault; Michigan automobile insurance fraud authority; create. Amends title & secs. 134, 3301, 3330 & 4501 of 1956 PA 218 (MCL 500.134 et seq.) & adds ch. 63.","Insurance: no-fault; Michigan automobile insurance fraud authority; create. Amends title & secs. 134, 3301, 3330 & 4501 of 1956 PA 218 (MCL 500.134 et seq.) & adds ch. 63.",894,"House Insurance",2019-02-19,"Bill Electronically Reproduced 02/19/2019",https://legiscan.com/MI/bill/HB4202/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4202
1209968,1638,HB4203,4,Passed,2020-03-04,"Sales tax: exemptions; exemption for prosthetic devices; modify definition. Amends sec. 1a of 1933 PA 167 (MCL 205.51a) & adds sec. 4ff.","Sales tax: exemptions; exemption for prosthetic devices; modify definition. Amends sec. 1a of 1933 PA 167 (MCL 205.51a) & adds sec. 4ff.",0,,2020-03-04,"Assigned Pa 46'20 With Immediate Effect",https://legiscan.com/MI/bill/HB4203/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4203
1210356,1638,HB4204,4,Passed,2020-03-04,"Use tax: exemptions; exemption for prosthetic devices; modify definition. Amends sec. 2b of 1937 PA 94 (MCL 205.92b) & adds sec. 4ff.","Use tax: exemptions; exemption for prosthetic devices; modify definition. Amends sec. 2b of 1937 PA 94 (MCL 205.92b) & adds sec. 4ff.",0,,2020-03-04,"Assigned Pa 47'20 With Immediate Effect",https://legiscan.com/MI/bill/HB4204/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4204
1210068,1638,HB4205,1,Introduced,2019-02-19,"Occupations: business licensing and registration; tanning facilities; prohibit use of tanning devices by minors. Amends sec. 13405 of 1978 PA 368 (MCL 333.13405).","Occupations: business licensing and registration; tanning facilities; prohibit use of tanning devices by minors. Amends sec. 13405 of 1978 PA 368 (MCL 333.13405).",895,"House Regulatory Reform",2019-02-19,"Bill Electronically Reproduced 02/19/2019",https://legiscan.com/MI/bill/HB4205/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4205
1209993,1638,HB4206,4,Passed,2019-05-14,"School aid: penalties; exception to minimum days of pupil instruction requirement for district closure during a declared state of emergency; provide for. Amends sec. 101 of 1979 PA 94 (MCL 388.1701).","School aid: penalties; exception to minimum days of pupil instruction requirement for district closure during a declared state of emergency; provide for. Amends sec. 101 of 1979 PA 94 (MCL 388.1701).",0,,2019-05-14,"Assigned Pa 11'19 With Immediate Effect",https://legiscan.com/MI/bill/HB4206/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4206
1210260,1638,HB4207,1,Introduced,2019-02-19,"Education: teachers; limit on number of teachers rated as highly effective; prohibit. Amends sec. 1249 of 1976 PA 451 (MCL 380.1249).","Education: teachers; limit on number of teachers rated as highly effective; prohibit. Amends sec. 1249 of 1976 PA 451 (MCL 380.1249).",818,"House Education",2019-02-19,"Bill Electronically Reproduced 02/19/2019",https://legiscan.com/MI/bill/HB4207/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4207
1210428,1638,HB4208,2,Engrossed,2019-12-11,"Education: teachers; conflict of interest provisions for performance evaluation systems for public school teachers; provide for. Amends sec. 1249 of 1976 PA 451 (MCL 380.1249).","Education: teachers; conflict of interest provisions for performance evaluation systems for public school teachers; provide for. Amends sec. 1249 of 1976 PA 451 (MCL 380.1249).",3831,"Senate Education And Career Readiness",2020-01-08,"Referred To Committee On Education And Career Readiness",https://legiscan.com/MI/bill/HB4208/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4208
1210140,1638,HB4209,4,Passed,2019-11-20,"Property tax: payment and collection; individuals allowed to accept property tax payments; modify. Amends sec. 44 of 1893 PA 206 (MCL 211.44).","Property tax: payment and collection; individuals allowed to accept property tax payments; modify. Amends sec. 44 of 1893 PA 206 (MCL 211.44).",0,,2019-11-20,"Assigned Pa 129'19 With Immediate Effect",https://legiscan.com/MI/bill/HB4209/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4209
1210238,1638,HB4210,1,Introduced,2019-02-19,"Insurance: no-fault; Michigan catastrophic claims association; make subject to freedom of information act and provide other general amendments. Amends secs. 134 & 3104 of 1956 PA 218 (MCL 500.134 & 500.3104).","Insurance: no-fault; Michigan catastrophic claims association; make subject to freedom of information act and provide other general amendments. Amends secs. 134 & 3104 of 1956 PA 218 (MCL 500.134 & 500.3104).",894,"House Insurance",2019-02-19,"Bill Electronically Reproduced 02/19/2019",https://legiscan.com/MI/bill/HB4210/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4210
1210089,1638,HB4211,1,Introduced,2019-02-19,"Insurance: no-fault; personal protection insurance coverage choices; provide for. Amends secs. 3104, 3107 & 3109a of 1956 PA 218 (MCL 500.3104 et seq.).","Insurance: no-fault; personal protection insurance coverage choices; provide for. Amends secs. 3104, 3107 & 3109a of 1956 PA 218 (MCL 500.3104 et seq.).",894,"House Insurance",2019-02-19,"Bill Electronically Reproduced 02/19/2019",https://legiscan.com/MI/bill/HB4211/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4211
1210283,1638,HB4212,1,Introduced,2019-02-19,"Environmental protection: cleanups; cleanup to residential and safe drinking water standards; require unless technically infeasible. Amends secs. 20118, 20120a, 20120b, 20120e & 20121 of 1994 PA 451 (MCL 324.20118 et seq.).","Environmental protection: cleanups; cleanup to residential and safe drinking water standards; require unless technically infeasible. Amends secs. 20118, 20120a, 20120b, 20120e & 20121 of 1994 PA 451 (MCL 324.20118 et seq.).",4116,"House Natural Resources And Outdoor Recreation",2019-02-19,"Bill Electronically Reproduced 02/19/2019",https://legiscan.com/MI/bill/HB4212/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4212
1210332,1638,HB4213,2,Engrossed,2020-09-24,"Liquor: hours; allowable hours for sale of alcoholic beverages; expand. Amends sec. 1114 of 1998 PA 58 (MCL 436.2114) & adds sec. 1116.","Liquor: hours; allowable hours for sale of alcoholic beverages; expand. Amends sec. 1114 of 1998 PA 58 (MCL 436.2114) & adds sec. 1116.",0,,2020-12-09,"Referred To Committee Of The Whole With Substitute (s-1)",https://legiscan.com/MI/bill/HB4213/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4213
1210215,1638,HB4214,1,Introduced,2019-02-19,"Property tax: personal property; small business personal property tax exemption; modify. Amends secs. 9o, 30 & 53b of 1893 PA 206 (MCL 211.9o et seq.).","Property tax: personal property; small business personal property tax exemption; modify. Amends secs. 9o, 30 & 53b of 1893 PA 206 (MCL 211.9o et seq.).",825,"House Tax Policy",2019-02-19,"Bill Electronically Reproduced 02/19/2019",https://legiscan.com/MI/bill/HB4214/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4214
1210380,1638,HB4215,1,Introduced,2019-02-19,"Property tax: personal property; small taxpayer exemption threshold for eligible personal property; increase. Amends sec. 9o of 1893 PA 206 (MCL 211.9o).","Property tax: personal property; small taxpayer exemption threshold for eligible personal property; increase. Amends sec. 9o of 1893 PA 206 (MCL 211.9o).",825,"House Tax Policy",2019-02-19,"Bill Electronically Reproduced 02/19/2019",https://legiscan.com/MI/bill/HB4215/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4215
1210190,1638,HB4216,1,Introduced,2019-02-19,"Education: teachers; instruction on bullying prevention; require for teaching certification. Amends sec. 1531 of 1976 PA 451 (MCL 380.1531).","Education: teachers; instruction on bullying prevention; require for teaching certification. Amends sec. 1531 of 1976 PA 451 (MCL 380.1531).",818,"House Education",2019-02-19,"Bill Electronically Reproduced 02/19/2019",https://legiscan.com/MI/bill/HB4216/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4216
1212116,1638,HB4217,4,Passed,2020-07-21,"Health: pharmaceuticals; physician or other licensee who writes prescriptions; require to electronically transmit to pharmacy under certain circumstances. Amends sec. 17754 of 1978 PA 368 (MCL 333.17754) & adds sec, 17754a. TIE BAR WITH: SB 0248'19, SB 0254'19","Health: pharmaceuticals; physician or other licensee who writes prescriptions; require to electronically transmit to pharmacy under certain circumstances. Amends sec. 17754 of 1978 PA 368 (MCL 333.17754) & adds sec, 17754a. TIE BAR WITH: SB 0248'19, SB 0254'19",0,,2020-07-21,"Assigned Pa 134'20 With Immediate Effect",https://legiscan.com/MI/bill/HB4217/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4217
1213421,1638,HB4218,1,Introduced,2019-02-21,"Environmental protection: funding; maximum surcharge on households for waste reduction programs and collection of materials for recycling or composting; adjust by Consumer Price Index. Amends sec. 8a of 1967 (Ex Sess) PA 7 (MCL 124.508a).","Environmental protection: funding; maximum surcharge on households for waste reduction programs and collection of materials for recycling or composting; adjust by Consumer Price Index. Amends sec. 8a of 1967 (Ex Sess) PA 7 (MCL 124.508a).",3897,"House Local Government And Municipal Finance",2019-02-21,"Bill Electronically Reproduced 02/21/2019",https://legiscan.com/MI/bill/HB4218/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4218
1213198,1638,HB4219,1,Introduced,2019-02-21,"Property tax: delinquent taxes; distribution of revenue from sale of foreclosure; modify. Amends sec. 78m of 1893 PA 206 (MCL 211.78m).","Property tax: delinquent taxes; distribution of revenue from sale of foreclosure; modify. Amends sec. 78m of 1893 PA 206 (MCL 211.78m).",3897,"House Local Government And Municipal Finance",2019-02-21,"Bill Electronically Reproduced 02/21/2019",https://legiscan.com/MI/bill/HB4219/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4219
1213648,1638,HB4220,1,Introduced,2019-02-21,"Civil rights: other; language access plan; require state agencies to create and implement for individuals with limited English proficiency. Creates new act.","Civil rights: other; language access plan; require state agencies to create and implement for individuals with limited English proficiency. Creates new act.",899,"House Government Operations",2019-02-21,"Bill Electronically Reproduced 02/21/2019",https://legiscan.com/MI/bill/HB4220/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4220
1213253,1638,HB4221,1,Introduced,2019-02-21,"Education: teachers; performance evaluation systems for public school teachers and school administrators; modify. Amends sec. 1249 of 1976 PA 451 (MCL 380.1249).","Education: teachers; performance evaluation systems for public school teachers and school administrators; modify. Amends sec. 1249 of 1976 PA 451 (MCL 380.1249).",818,"House Education",2019-02-21,"Bill Electronically Reproduced 02/21/2019",https://legiscan.com/MI/bill/HB4221/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4221
1213477,1638,HB4222,1,Introduced,2019-02-21,"Education: employees; performance evaluation systems for school administrators; modify. Amends sec. 1249b of 1976 PA 451 (MCL 380.1249b).","Education: employees; performance evaluation systems for school administrators; modify. Amends sec. 1249b of 1976 PA 451 (MCL 380.1249b).",818,"House Education",2019-02-21,"Bill Electronically Reproduced 02/21/2019",https://legiscan.com/MI/bill/HB4222/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4222
1213592,1638,HB4223,4,Passed,2020-12-31,"Health: screening; dental oral assessment program for certain children; require department of health and human services to establish. Amends heading of pt. 93 & secs. 9307 & 9321 of 1978 PA 368 (MCL 333.9307 & 333.9321) & adds secs. 9312 & 9316.","Health: screening; dental oral assessment program for certain children; require department of health and human services to establish. Amends heading of pt. 93 & secs. 9307 & 9321 of 1978 PA 368 (MCL 333.9307 & 333.9321) & adds secs. 9312 & 9316.",0,,2020-12-31,"Assigned Pa 261'20",https://legiscan.com/MI/bill/HB4223/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4223
1213703,1638,HB4224,2,Engrossed,2019-04-11,"Health occupations: health professionals; definition of bona fide prescriber-patient relationship; revise. Amends sec. 7104 of 1978 PA 368 (MCL 333.7104). TIE BAR WITH: HB 4225'19","Health occupations: health professionals; definition of bona fide prescriber-patient relationship; revise. Amends sec. 7104 of 1978 PA 368 (MCL 333.7104). TIE BAR WITH: HB 4225'19",3833,"Senate Health Policy And Human Services",2019-04-16,"Referred To Committee On Health Policy And Human Services",https://legiscan.com/MI/bill/HB4224/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4224
1213757,1638,HB4225,4,Passed,2019-07-10,"Health occupations: health professionals; prescribers to obtain a Michigan Automated Prescription System (MAPS) report before prescribing or dispensing a controlled substance; provide exemption for hospice, and exempt hospice patients from bona fide prescriber-patient relationship requirement for prescribing a controlled substance. Amends sec. 7303a of 1978 PA 368 (MCL 333.7303a). TIE BAR WITH: SB 0128'19","Health occupations: health professionals; prescribers to obtain a Michigan Automated Prescription System (MAPS) report before prescribing or dispensing a controlled substance; provide exemption for hospice, and exempt hospice patients from bona fide prescriber-patient relationship requirement for prescribing a controlled substance. Amends sec. 7303a of 1978 PA 368 (MCL 333.7303a). TIE BAR WITH: SB 0128'19",0,,2019-07-10,"Assigned Pa 43'19 With Immediate Effect",https://legiscan.com/MI/bill/HB4225/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4225
1213309,1638,HB4226,4,Passed,2019-11-20,"Property: mortgages; fee assessed by foreclosure sale purchasers to calculate redemption amount; provide cap. Amends sec. 3240 of 1961 PA 236 (MCL 600.3240).","Property: mortgages; fee assessed by foreclosure sale purchasers to calculate redemption amount; provide cap. Amends sec. 3240 of 1961 PA 236 (MCL 600.3240).",0,,2019-11-20,"Assigned Pa 130'19 With Immediate Effect",https://legiscan.com/MI/bill/HB4226/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4226
1213366,1638,HB4227,4,Passed,2019-07-10,"Natural resources: mining; committee on mining future; create as advisory body. Creates & repeals new act.","Natural resources: mining; committee on mining future; create as advisory body. Creates & repeals new act.",0,,2019-07-10,"Assigned Pa 47'19 With Immediate Effect",https://legiscan.com/MI/bill/HB4227/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4227
1213534,1638,HB4228,4,Passed,2020-09-22,"Highways: memorial; portion of US-41; designate as the ""Samuel R. Costello Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2080) by adding sec. 1086.","Highways: memorial; portion of US-41; designate as the ""Samuel R. Costello Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2080) by adding sec. 1086.",0,,2020-09-22,"Assigned Pa 161'20 With Immediate Effect",https://legiscan.com/MI/bill/HB4228/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4228
1218908,1638,HB4229,4,Passed,2019-10-02,"Appropriations: zero budget; department of agriculture and rural development; provide for fiscal year 2019-2020. Creates appropriation act.","Appropriations: zero budget; department of agriculture and rural development; provide for fiscal year 2019-2020. Creates appropriation act.",889,"House Appropriations",2019-10-08,"Disapproved Line Item(s) Re-referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4229/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4229
1219886,1638,HB4230,2,Engrossed,2019-06-12,"Appropriations: zero budget; community colleges; provide for fiscal year 2019-2020. Amends secs. 201 & 201a of 1979 PA 94 (MCL 388.1801 & 388.1801a).","Appropriations: zero budget; community colleges; provide for fiscal year 2019-2020. Amends secs. 201 & 201a of 1979 PA 94 (MCL 388.1801 & 388.1801a).",0,,2019-08-29,"Reassigned To Committee On Appropriations",https://legiscan.com/MI/bill/HB4230/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4230
1219591,1638,HB4231,4,Passed,2019-10-02,"Appropriations: corrections; department of corrections; provide for fiscal year 2019-2020. Creates appropriation act.","Appropriations: corrections; department of corrections; provide for fiscal year 2019-2020. Creates appropriation act.",889,"House Appropriations",2019-10-08,"Disapproved Line Item(s) Re-referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4231/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4231
1218518,1638,HB4232,4,Passed,2019-10-02,"Appropriations: education; department of education; provide for fiscal year 2019-2020. Creates appropriation act.","Appropriations: education; department of education; provide for fiscal year 2019-2020. Creates appropriation act.",889,"House Appropriations",2019-10-08,"Disapproved Line Item(s) Re-referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4232/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4232
1218420,1638,HB4233,2,Engrossed,2019-06-13,"Appropriations: zero budget; department of environmental quality; provide for fiscal year 2019-2020. Creates appropriation act.","Appropriations: zero budget; department of environmental quality; provide for fiscal year 2019-2020. Creates appropriation act.",829,"Senate Appropriations",2019-06-18,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4233/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4233
1219348,1638,HB4234,4,Passed,2019-07-10,"Appropriations: zero budget; supplemental; provide for fiscal year 2018-2019. Creates appropriation act.","Appropriations: zero budget; supplemental; provide for fiscal year 2018-2019. Creates appropriation act.",0,,2019-07-10,"Assigned Pa 45'19 With Immediate Effect",https://legiscan.com/MI/bill/HB4234/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4234
1219641,1638,HB4235,2,Engrossed,2019-06-12,"Appropriations; zero budget; department of health and human services; provide for fiscal year 2019-2020. Creates appropriation act.","Appropriations; zero budget; department of health and human services; provide for fiscal year 2019-2020. Creates appropriation act.",0,,2019-08-29,"Reassigned To Committee On Appropriations",https://legiscan.com/MI/bill/HB4235/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4235
1218808,1638,HB4236,4,Passed,2019-10-02,"Appropriations: higher education; provide for fiscal year 2019-2020. Amends secs. 236, 236a, 236b, 236c, 237, 241, 245, 245a, 251, 252, 256, 263, 263a, 264, 265, 265a, 265b, 265c, 265d, 267, 268, 269, 270, 274, 274c, 276, 277, 278, 279, 280, 281, 282, 283, & 289 of 1979 PA 94 (MCL 388.1836 et seq.) & adds sec. 275d.","Appropriations: higher education; provide for fiscal year 2019-2020. Amends secs. 236, 236a, 236b, 236c, 237, 241, 245, 245a, 251, 252, 256, 263, 263a, 264, 265, 265a, 265b, 265c, 265d, 267, 268, 269, 270, 274, 274c, 276, 277, 278, 279, 280, 281, 282, 283, & 289 of 1979 PA 94 (MCL 388.1836 et seq.) & adds sec. 275d.",889,"House Appropriations",2019-10-08,"Disapproved Line Item(s) Re-referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4236/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4236
1219983,1638,HB4237,2,Engrossed,2019-06-12,"Appropriations; zero budget; department of insurance and financial services; provide for fiscal year 2019-2020. Creates appropriation act.","Appropriations; zero budget; department of insurance and financial services; provide for fiscal year 2019-2020. Creates appropriation act.",0,,2019-08-29,"Reassigned To Committee On Appropriations",https://legiscan.com/MI/bill/HB4237/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4237
1218177,1638,HB4238,4,Passed,2019-10-02,"Appropriations: zero budget; judiciary; provide for fiscal year 2019-2020. Creates appropriation act.","Appropriations: zero budget; judiciary; provide for fiscal year 2019-2020. Creates appropriation act.",889,"House Appropriations",2019-10-08,"Disapproved Line Item(s) Re-referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4238/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4238
1218225,1638,HB4239,4,Passed,2019-10-02,"Appropriations: licensing and regulatory affairs; department of licensing and regulatory affairs; provide for fiscal year 2019-2020. Creates appropriation act.","Appropriations: licensing and regulatory affairs; department of licensing and regulatory affairs; provide for fiscal year 2019-2020. Creates appropriation act.",0,,2019-10-02,"Approved By The Governor 09/29/2019 03:39 Pm",https://legiscan.com/MI/bill/HB4239/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4239
1218614,1638,HB4240,1,Introduced,2019-02-26,"Appropriations: zero budget; department of military and veterans affairs; provide for fiscal year 2019-2020. Creates appropriation act.","Appropriations: zero budget; department of military and veterans affairs; provide for fiscal year 2019-2020. Creates appropriation act.",889,"House Appropriations",2019-06-11,"Re-referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4240/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4240
1218710,1638,HB4241,4,Passed,2019-10-02,"Appropriations: zero budget; department of natural resources; provide for fiscal year 2019-2020. Creates appropriation act.","Appropriations: zero budget; department of natural resources; provide for fiscal year 2019-2020. Creates appropriation act.",889,"House Appropriations",2019-10-08,"Disapproved Line Item(s) Re-referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4241/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4241
1218859,1638,HB4242,4,Passed,2019-10-02,"Appropriations: school aid; school aid appropriations; provide for fiscal year 2019-2020. Amends, adds & repeals (See bill).","Appropriations: school aid; school aid appropriations; provide for fiscal year 2019-2020. Amends, adds & repeals (See bill).",889,"House Appropriations",2019-10-08,"Disapproved Line Item(s) Re-referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4242/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4242
1219152,1638,HB4243,1,Introduced,2019-02-26,"Appropriations: zero budget; department of state police; provide for fiscal year 2019-2020. Creates appropriation act.","Appropriations: zero budget; department of state police; provide for fiscal year 2019-2020. Creates appropriation act.",889,"House Appropriations",2019-02-26,"Bill Electronically Reproduced 02/26/2019",https://legiscan.com/MI/bill/HB4243/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4243
1219201,1638,HB4244,4,Passed,2019-06-05,"Appropriations: supplemental; Michigan natural resources trust fund; provide appropriations for fiscal year 2018-2019. Creates appropriation act.","Appropriations: supplemental; Michigan natural resources trust fund; provide appropriations for fiscal year 2018-2019. Creates appropriation act.",0,,2019-06-05,"Assigned Pa 12'19 With Immediate Effect",https://legiscan.com/MI/bill/HB4244/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4244
