bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
86852,36,HB4001,1,Introduced,2009-01-22,"Income tax; property tax credit; income qualifier phaseout and amount of credit; eliminate and increase. Amends secs. 520 & 522 of 1967 PA 281 (MCL 206.520 & 206.522).","Income tax; property tax credit; income qualifier phaseout and amount of credit; eliminate and increase. Amends secs. 520 & 522 of 1967 PA 281 (MCL 206.520 & 206.522).",825,"House Tax Policy",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4001/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4001
87908,36,HB5057,1,Introduced,2009-06-09,"Health; blood; options regarding cord blood stem cells; require certain physicians to inform patients during second trimester. Amends secs. 2681 & 2683 of 1978 PA 368 (MCL 333.2681 & 333.2683) & adds sec. 2684.","Health; blood; options regarding cord blood stem cells; require certain physicians to inform patients during second trimester. Amends secs. 2681 & 2683 of 1978 PA 368 (MCL 333.2681 & 333.2683) & adds sec. 2684.",892,"House Health Policy",2009-06-10,"Printed Bill Filed 06/10/2009",https://legiscan.com/MI/bill/HB5057/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5057
87909,36,HB5058,1,Introduced,2009-06-09,"Property; conveyances; sale of certain state owned property in Iosco county; provide for. Creates land transfer act.","Property; conveyances; sale of certain state owned property in Iosco county; provide for. Creates land transfer act.",829,"Senate Appropriations",2009-07-15,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB5058/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5058
87910,36,HB5059,1,Introduced,2009-06-09,"Liquor; tax; tax on alcoholic liquor sold by the glass; allow under certain circumstances. Amends 1998 PA 58 (MCL 436.1101 - 436.2303) by adding sec. 1116.","Liquor; tax; tax on alcoholic liquor sold by the glass; allow under certain circumstances. Amends 1998 PA 58 (MCL 436.1101 - 436.2303) by adding sec. 1116.",825,"House Tax Policy",2009-06-10,"Printed Bill Filed 06/10/2009",https://legiscan.com/MI/bill/HB5059/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5059
87911,36,HB5060,1,Introduced,2009-06-09,"Occupations; cosmetologists; skin care services schools; provide for. Amends sec. 1205 of 1980 PA 299 (MCL 339.1205).","Occupations; cosmetologists; skin care services schools; provide for. Amends sec. 1205 of 1980 PA 299 (MCL 339.1205).",895,"House Regulatory Reform",2009-06-10,"Printed Bill Filed 06/10/2009",https://legiscan.com/MI/bill/HB5060/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5060
87912,36,HB5061,1,Introduced,2009-06-09,"Higher education; financial aid; Michigan promise grant program; repeal. Amends secs. 4, 5 & 6 of 2006 PA 479 (MCL 390.1624 et seq.); adds sec. 7a & repeals 2006 PA 479 (MCL 390.1621 - 390.1628).","Higher education; financial aid; Michigan promise grant program; repeal. Amends secs. 4, 5 & 6 of 2006 PA 479 (MCL 390.1624 et seq.); adds sec. 7a & repeals 2006 PA 479 (MCL 390.1621 - 390.1628).",889,"House Appropriations",2009-06-10,"Printed Bill Filed 06/10/2009",https://legiscan.com/MI/bill/HB5061/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5061
87913,36,HB5062,1,Introduced,2009-06-09,"Higher education; financial aid; tobacco settlement revenues allocated to Michigan merit scholarship program; return to general fund. Amends secs. 9 & 10 of 2000 PA 489 (MCL 12.259 & 12.260) & repeals secs. 9 & 10 of 2000 PA 489 (MCL 12.259 & 12.260).","Higher education; financial aid; tobacco settlement revenues allocated to Michigan merit scholarship program; return to general fund. Amends secs. 9 & 10 of 2000 PA 489 (MCL 12.259 & 12.260) & repeals secs. 9 & 10 of 2000 PA 489 (MCL 12.259 & 12.260).",889,"House Appropriations",2009-06-10,"Printed Bill Filed 06/10/2009",https://legiscan.com/MI/bill/HB5062/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5062
87914,36,HB5063,1,Introduced,2009-06-09,"Higher education; financial aid; Michigan education opportunity grants; repeal, and return funds to general fund. Amends sec. 4 of 1986 PA 273 (MCL 390.1404) & repeals 1986 PA 273 (MCL 390.1401 - 390.1409).","Higher education; financial aid; Michigan education opportunity grants; repeal, and return funds to general fund. Amends sec. 4 of 1986 PA 273 (MCL 390.1404) & repeals 1986 PA 273 (MCL 390.1401 - 390.1409).",889,"House Appropriations",2009-06-10,"Printed Bill Filed 06/10/2009",https://legiscan.com/MI/bill/HB5063/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5063
87915,36,HB5064,1,Introduced,2009-06-09,"Higher education; tuition; tuition waiver for police officers and firefighters; repeal. Amends sec. 3 of 1996 PA 195 (MCL 390.1243) & repeals 1996 PA 195 (MCL 390.1241 - 390.1246).","Higher education; tuition; tuition waiver for police officers and firefighters; repeal. Amends sec. 3 of 1996 PA 195 (MCL 390.1243) & repeals 1996 PA 195 (MCL 390.1241 - 390.1246).",889,"House Appropriations",2009-06-10,"Printed Bill Filed 06/10/2009",https://legiscan.com/MI/bill/HB5064/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5064
87916,36,HB5065,1,Introduced,2009-06-09,"Higher education; tuition; tuition waiver for veterans; repeal, and require reversion of money to general fund. Amends secs. 4 & 5 of 2005 PA 248 (MCL 390.1344 & 390.1345) & repeals 2005 PA 248 (MCL 390.1341 - 390.1346).","Higher education; tuition; tuition waiver for veterans; repeal, and require reversion of money to general fund. Amends secs. 4 & 5 of 2005 PA 248 (MCL 390.1344 & 390.1345) & repeals 2005 PA 248 (MCL 390.1341 - 390.1346).",889,"House Appropriations",2009-06-10,"Printed Bill Filed 06/10/2009",https://legiscan.com/MI/bill/HB5065/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5065
87917,36,HB5066,1,Introduced,2009-06-09,"Crimes; criminal sexual conduct; age of consent for certain criminal sexual conduct violations; increase to age 18. Amends secs. 520d & 520e of 1931 PA 328 (MCL 750.520d & 750.520e).","Crimes; criminal sexual conduct; age of consent for certain criminal sexual conduct violations; increase to age 18. Amends secs. 520d & 520e of 1931 PA 328 (MCL 750.520d & 750.520e).",821,"House Judiciary",2009-06-10,"Printed Bill Filed 06/10/2009",https://legiscan.com/MI/bill/HB5066/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5066
87918,36,HB5067,1,Introduced,2009-06-09,"Corrections; employees; assignment of female corrections officers to prisons housing females and male corrections officers to prisons housing males; require. Amends 1953 PA 232 (MCL 791.201 - 791.285) by adding sec. 69b. TIE BAR WITH: HB 5068'09","Corrections; employees; assignment of female corrections officers to prisons housing females and male corrections officers to prisons housing males; require. Amends 1953 PA 232 (MCL 791.201 - 791.285) by adding sec. 69b. TIE BAR WITH: HB 5068'09",821,"House Judiciary",2009-06-10,"Printed Bill Filed 06/10/2009",https://legiscan.com/MI/bill/HB5067/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5067
87919,36,HB5068,1,Introduced,2009-06-09,"Corrections; employees; assignment of female corrections officers to prisons housing females and male corrections officers to prisons housing males; amend civil rights law to allow. Amends 1976 PA 453 (MCL 37.2101 - 37.2804) by adding sec. 202b. TIE BAR WITH: HB 5067'09","Corrections; employees; assignment of female corrections officers to prisons housing females and male corrections officers to prisons housing males; amend civil rights law to allow. Amends 1976 PA 453 (MCL 37.2101 - 37.2804) by adding sec. 202b. TIE BAR WITH: HB 5067'09",821,"House Judiciary",2009-06-10,"Printed Bill Filed 06/10/2009",https://legiscan.com/MI/bill/HB5068/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5068
87920,36,HB5069,1,Introduced,2009-06-09,"Civil procedure; evictions; landlord who is a business entity; allow employees and others with personal knowledge to represent. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 5705.","Civil procedure; evictions; landlord who is a business entity; allow employees and others with personal knowledge to represent. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 5705.",821,"House Judiciary",2009-06-10,"Printed Bill Filed 06/10/2009",https://legiscan.com/MI/bill/HB5069/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5069
87921,36,HB5070,1,Introduced,2009-06-10,"Occupations; barbers; licensing requirements; revise. Amends secs. 1105 & 1108 of 1980 PA 299 (MCL 339.1105 & 339.1108).","Occupations; barbers; licensing requirements; revise. Amends secs. 1105 & 1108 of 1980 PA 299 (MCL 339.1105 & 339.1108).",895,"House Regulatory Reform",2009-06-11,"Printed Bill Filed 06/11/2009",https://legiscan.com/MI/bill/HB5070/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5070
87922,36,HB5071,1,Introduced,2009-06-10,"Occupations; cosmetologists; licensing requirements; revise. Amends secs. 1203a, 1207 & 1211 of 1980 PA 299 (MCL 339.1203a et seq.).","Occupations; cosmetologists; licensing requirements; revise. Amends secs. 1203a, 1207 & 1211 of 1980 PA 299 (MCL 339.1203a et seq.).",895,"House Regulatory Reform",2009-06-11,"Printed Bill Filed 06/11/2009",https://legiscan.com/MI/bill/HB5071/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5071
87923,36,HB5072,4,Passed,2009-11-04,"Transportation; funds; allocation for economic development road projects in any targeted industries; modify. Amends sec. 11 of 1987 PA 231 (MCL 247.911).","Transportation; funds; allocation for economic development road projects in any targeted industries; modify. Amends sec. 11 of 1987 PA 231 (MCL 247.911).",0,,2009-11-04,"Assigned Pa 136'09 With Immediate Effect",https://legiscan.com/MI/bill/HB5072/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5072
87924,36,HB5073,4,Passed,2009-11-04,"Vehicles; registration; distribution and use of revenues from increased fees; modify. Amends sec. 819 of 1949 PA 300 (MCL 257.819).","Vehicles; registration; distribution and use of revenues from increased fees; modify. Amends sec. 819 of 1949 PA 300 (MCL 257.819).",0,,2009-11-04,"Assigned Pa 137'09 With Immediate Effect",https://legiscan.com/MI/bill/HB5073/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5073
87925,36,HB5074,1,Introduced,2009-06-10,"Sales tax; collections; distribution of sales tax proceeds; implement constitutional amendment to dedicate certain percentage of revenue to road construction, maintenance, and repair. Amends sec. 25 of 1933 PA 167 (MCL 205.75).","Sales tax; collections; distribution of sales tax proceeds; implement constitutional amendment to dedicate certain percentage of revenue to road construction, maintenance, and repair. Amends sec. 25 of 1933 PA 167 (MCL 205.75).",827,"House Transportation",2009-06-11,"Printed Bill Filed 06/11/2009",https://legiscan.com/MI/bill/HB5074/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5074
87926,36,HB5075,1,Introduced,2009-06-10,"Transportation; funds; priority now! fund; create. Amends 1951 PA 51 (MCL 247.651 - 247.675) by adding sec. 10f.","Transportation; funds; priority now! fund; create. Amends 1951 PA 51 (MCL 247.651 - 247.675) by adding sec. 10f.",827,"House Transportation",2009-06-11,"Printed Bill Filed 06/11/2009",https://legiscan.com/MI/bill/HB5075/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5075
87927,36,HB5076,1,Introduced,2009-06-10,"Highways; name; portion of M-99; designate as ""75th Infantry Combat Division Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2080) by adding sec. 1062.","Highways; name; portion of M-99; designate as ""75th Infantry Combat Division Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2080) by adding sec. 1062.",847,"Senate Transportation",2010-07-21,"Referred To Committee On Transportation",https://legiscan.com/MI/bill/HB5076/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5076
87928,36,HB5077,1,Introduced,2009-06-10,"Health; smoking; smoking in food service establishments; allow local units of government to regulate. Amends sec. 12915 of 1978 PA 368 (MCL 333.12915).","Health; smoking; smoking in food service establishments; allow local units of government to regulate. Amends sec. 12915 of 1978 PA 368 (MCL 333.12915).",895,"House Regulatory Reform",2009-06-11,"Printed Bill Filed 06/11/2009",https://legiscan.com/MI/bill/HB5077/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5077
87929,36,HB5078,1,Introduced,2009-06-11,"Criminal procedure; sentencing guidelines; sentencing guideline for certain electronic communications crimes; amend to reflect decriminalization of unauthorized internet use. Amends sec. 16aa, ch. XVII of 1927 PA 175 (MCL 777.16aa). TIE BAR WITH: HB 5079'09","Criminal procedure; sentencing guidelines; sentencing guideline for certain electronic communications crimes; amend to reflect decriminalization of unauthorized internet use. Amends sec. 16aa, ch. XVII of 1927 PA 175 (MCL 777.16aa). TIE BAR WITH: HB 5079'09",821,"House Judiciary",2009-06-16,"Printed Bill Filed 06/12/2009",https://legiscan.com/MI/bill/HB5078/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5078
87930,36,HB5079,1,Introduced,2009-06-11,"Crimes; computer; unauthorized use of internet; remove prohibition and penalty. Amends sec. 540 of 1931 PA 328 (MCL 750.540).","Crimes; computer; unauthorized use of internet; remove prohibition and penalty. Amends sec. 540 of 1931 PA 328 (MCL 750.540).",821,"House Judiciary",2009-06-16,"Printed Bill Filed 06/12/2009",https://legiscan.com/MI/bill/HB5079/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5079
87931,36,HB5080,1,Introduced,2009-06-11,"Corrections; parole; parole guidelines provisions; revise, and revise certain aspects of parole hearings and appeals. Amends secs. 33e & 34 of 1953 PA 232 (MCL 791.233e & 791.234).","Corrections; parole; parole guidelines provisions; revise, and revise certain aspects of parole hearings and appeals. Amends secs. 33e & 34 of 1953 PA 232 (MCL 791.233e & 791.234).",821,"House Judiciary",2009-06-16,"Printed Bill Filed 06/12/2009",https://legiscan.com/MI/bill/HB5080/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5080
87932,36,HB5081,1,Introduced,2009-06-11,"Environmental protection; litter; littering informants; create reward program for. Amends sec. 8901 of 1994 PA 451 (MCL 324.8901) & adds secs. 8905d & 8905e.","Environmental protection; litter; littering informants; create reward program for. Amends sec. 8901 of 1994 PA 451 (MCL 324.8901) & adds secs. 8905d & 8905e.",820,"House Great Lakes And Environment",2009-06-16,"Printed Bill Filed 06/12/2009",https://legiscan.com/MI/bill/HB5081/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5081
87933,36,HB5082,1,Introduced,2009-06-11,"Environmental protection; litter; civil infraction fines; direct portion of to littering informant reward fund. Amends sec. 8831 of 1961 PA 236 (MCL 600.8831). TIE BAR WITH: HB 5081'09","Environmental protection; litter; civil infraction fines; direct portion of to littering informant reward fund. Amends sec. 8831 of 1961 PA 236 (MCL 600.8831). TIE BAR WITH: HB 5081'09",820,"House Great Lakes And Environment",2009-06-16,"Printed Bill Filed 06/12/2009",https://legiscan.com/MI/bill/HB5082/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5082
87934,36,HB5083,1,Introduced,2009-06-11,"Income tax; credit; incentive for individuals who purchase a home close to workplace; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.532) by adding sec. 277.","Income tax; credit; incentive for individuals who purchase a home close to workplace; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.532) by adding sec. 277.",825,"House Tax Policy",2009-06-16,"Printed Bill Filed 06/12/2009",https://legiscan.com/MI/bill/HB5083/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5083
87935,36,HB5084,1,Introduced,2009-06-11,"Education; school districts; ballot proposal to turn control of first class school district over to city to be operated as city department; provide for. Amends secs. 3, 401 & 402 of 1976 PA 451 (MCL 380.3 et seq.); adds sec. 409 & repeals (See bill). TIE BAR WITH: HB 5085'09","Education; school districts; ballot proposal to turn control of first class school district over to city to be operated as city department; provide for. Amends secs. 3, 401 & 402 of 1976 PA 451 (MCL 380.3 et seq.); adds sec. 409 & repeals (See bill). TIE BAR WITH: HB 5085'09",818,"House Education",2009-06-16,"Printed Bill Filed 06/12/2009",https://legiscan.com/MI/bill/HB5084/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5084
87936,36,HB5085,1,Introduced,2009-06-11,"Cities; home rule; school district to be operated as department of city if ballot proposal is approved; provide for certain cities. Amends sec. 4-j of 1909 PA 279 (MCL 117.4j) & adds sec. 4s. TIE BAR WITH: HB 5084'09","Cities; home rule; school district to be operated as department of city if ballot proposal is approved; provide for certain cities. Amends sec. 4-j of 1909 PA 279 (MCL 117.4j) & adds sec. 4s. TIE BAR WITH: HB 5084'09",818,"House Education",2009-06-16,"Printed Bill Filed 06/12/2009",https://legiscan.com/MI/bill/HB5085/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5085
87937,36,HB5086,1,Introduced,2009-06-11,"Economic development; renaissance zones; number of additional renaissance zones for agricultural processing facilities; increase. Amends sec. 8c of 1996 PA 376 (MCL 125.2688c).","Economic development; renaissance zones; number of additional renaissance zones for agricultural processing facilities; increase. Amends sec. 8c of 1996 PA 376 (MCL 125.2688c).",0,,2009-08-26,"Referred To Committee Of The Whole",https://legiscan.com/MI/bill/HB5086/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5086
87938,36,HB5087,4,Passed,2009-12-30,"Natural resources; other; definition of off-road recreation vehicle; modify. Amends sec. 81101 of 1994 PA 451 (MCL 324.81101). TIE BAR WITH: SB 0934'09","Natural resources; other; definition of off-road recreation vehicle; modify. Amends sec. 81101 of 1994 PA 451 (MCL 324.81101). TIE BAR WITH: SB 0934'09",0,,2009-12-30,"Assigned Pa 200'09 With Immediate Effect",https://legiscan.com/MI/bill/HB5087/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5087
87939,36,HB5088,1,Introduced,2009-06-11,"Use tax; collections; capture of unallocated use tax revenue for distribution of tourism-related goods and services; provide for. Amends sec. 21 of 1937 PA 94 (MCL 205.111).","Use tax; collections; capture of unallocated use tax revenue for distribution of tourism-related goods and services; provide for. Amends sec. 21 of 1937 PA 94 (MCL 205.111).",837,"Senate Finance",2009-12-19,"Referred To Committee On Finance",https://legiscan.com/MI/bill/HB5088/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5088
87940,36,HB5089,1,Introduced,2009-06-11,"Sales tax; collections; distribution of revenue from tourism businesses; revise. Amends sec. 25 of 1933 PA 167 (MCL 205.75).","Sales tax; collections; distribution of revenue from tourism businesses; revise. Amends sec. 25 of 1933 PA 167 (MCL 205.75).",837,"Senate Finance",2009-12-19,"Referred To Committee On Finance",https://legiscan.com/MI/bill/HB5089/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5089
87941,36,HB5090,1,Introduced,2009-06-16,"Local government; intergovernmental affairs; intergovernmental transfers of employees and responsibilities; revise contents of contracts. Amends sec. 5 of 1967 (Ex Sess) PA 7 (MCL 124.505).","Local government; intergovernmental affairs; intergovernmental transfers of employees and responsibilities; revise contents of contracts. Amends sec. 5 of 1967 (Ex Sess) PA 7 (MCL 124.505).",891,"House Labor",2009-06-17,"Printed Bill Filed 06/17/2009",https://legiscan.com/MI/bill/HB5090/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5090
87942,36,HB5091,4,Passed,2009-12-31,"Occupations; chiropractors; scope of practice for chiropractors; revise, and require educational conferences for license renewal. Amends secs. 16423 & 16431 of 1978 PA 368 (MCL 333.16423 & 333.16431). TIE BAR WITH: HB 5105'09, SB 0968'09, SB 0970'09, SB 0971'09, SB 0972'09, SB 0973'09","Occupations; chiropractors; scope of practice for chiropractors; revise, and require educational conferences for license renewal. Amends secs. 16423 & 16431 of 1978 PA 368 (MCL 333.16423 & 333.16431). TIE BAR WITH: HB 5105'09, SB 0968'09, SB 0970'09, SB 0971'09, SB 0972'09, SB 0973'09",0,,2009-12-31,"Assigned Pa 221'09 With Immediate Effect 2009 Addenda",https://legiscan.com/MI/bill/HB5091/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5091
87943,36,HB5092,1,Introduced,2009-06-16,"Income tax; credit; tax credit for donation of an automobile to a qualified charitable organization; repeal sunset. Amends sec. 269 of 1967 PA 281 (MCL 206.269).","Income tax; credit; tax credit for donation of an automobile to a qualified charitable organization; repeal sunset. Amends sec. 269 of 1967 PA 281 (MCL 206.269).",837,"Senate Finance",2009-11-10,"Referred To Committee On Finance",https://legiscan.com/MI/bill/HB5092/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5092
87944,36,HB5093,1,Introduced,2009-06-16,"Education; discipline; policy prohibiting harassment and bullying at school; require. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1310b.","Education; discipline; policy prohibiting harassment and bullying at school; require. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1310b.",818,"House Education",2009-06-17,"Printed Bill Filed 06/17/2009",https://legiscan.com/MI/bill/HB5093/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5093
87945,36,HB5094,4,Passed,2010-05-13,"Law enforcement; state police; commission on law enforcement standards; allow to collect certain fees. Amends sec. 10 of 1965 PA 203 (MCL 28.610). TIE BAR WITH: HB 5095'09","Law enforcement; state police; commission on law enforcement standards; allow to collect certain fees. Amends sec. 10 of 1965 PA 203 (MCL 28.610). TIE BAR WITH: HB 5095'09",0,,2010-05-13,"Assigned Pa 67'10 With Immediate Effect",https://legiscan.com/MI/bill/HB5094/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5094
87946,36,HB5095,4,Passed,2010-05-13,"Law enforcement; colleges and universities; private college security forces; provide for. Amends title & secs. 2, 3, 4, 7, 8, 9, 14, 17, 19, 25 & 29 of 1968 PA 330 (MCL 338.1052 et seq.) & adds secs. 6a, 37, 38, 39, 40, 41 & 42. TIE BAR WITH: HB 5094'09","Law enforcement; colleges and universities; private college security forces; provide for. Amends title & secs. 2, 3, 4, 7, 8, 9, 14, 17, 19, 25 & 29 of 1968 PA 330 (MCL 338.1052 et seq.) & adds secs. 6a, 37, 38, 39, 40, 41 & 42. TIE BAR WITH: HB 5094'09",0,,2010-05-13,"Assigned Pa 68'10 With Immediate Effect",https://legiscan.com/MI/bill/HB5095/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5095
87947,36,HB5096,1,Introduced,2009-06-16,"Insurance; health care corporations; mental health parity; establish in certain circumstances. Amends 1980 PA 350 (MCL 550.1101 - 550.1704) by adding sec. 416e.","Insurance; health care corporations; mental health parity; establish in certain circumstances. Amends 1980 PA 350 (MCL 550.1101 - 550.1704) by adding sec. 416e.",892,"House Health Policy",2009-06-17,"Printed Bill Filed 06/17/2009",https://legiscan.com/MI/bill/HB5096/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5096
87948,36,HB5097,1,Introduced,2009-06-16,"Insurance; health; mental health parity; establish in certain circumstances. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3406s.","Insurance; health; mental health parity; establish in certain circumstances. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3406s.",821,"House Judiciary",2009-06-17,"Printed Bill Filed 06/17/2009",https://legiscan.com/MI/bill/HB5097/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5097
87949,36,HB5098,1,Introduced,2009-06-16,"Local government; public services; certain city managed water and sewer systems; provide for regionalization of. Creates new act.","Local government; public services; certain city managed water and sewer systems; provide for regionalization of. Creates new act.",892,"House Health Policy",2009-06-17,"Printed Bill Filed 06/17/2009",https://legiscan.com/MI/bill/HB5098/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5098
87950,36,HB5099,1,Introduced,2009-06-16,"State financing and management; funds; Michigan strategic fund 21st century investments; clarify certain board duties and investments. Amends sec. 88k of 1984 PA 270 (MCL 125.2088k).","State financing and management; funds; Michigan strategic fund 21st century investments; clarify certain board duties and investments. Amends sec. 88k of 1984 PA 270 (MCL 125.2088k).",832,"Senate Commerce & Tourism",2009-07-15,"Referred To Committee On Commerce And Tourism",https://legiscan.com/MI/bill/HB5099/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5099
87951,36,HB5100,4,Passed,2009-12-31,"State financing and management; funds; Michigan strategic fund 21st century investments; clarify expenditures and use of administrative fees. Amends sec. 88b of 1984 PA 270 (MCL 125.2088b).","State financing and management; funds; Michigan strategic fund 21st century investments; clarify expenditures and use of administrative fees. Amends sec. 88b of 1984 PA 270 (MCL 125.2088b).",0,,2009-12-31,"Assigned Pa 218'09 With Immediate Effect 2009 Addenda",https://legiscan.com/MI/bill/HB5100/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5100
87952,36,HB5101,1,Introduced,2009-06-16,"Civil procedure; evidence; information obtained by union agent in course of representing union member; create privilege for. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 2170.","Civil procedure; evidence; information obtained by union agent in course of representing union member; create privilege for. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 2170.",891,"House Labor",2009-06-17,"Printed Bill Filed 06/17/2009",https://legiscan.com/MI/bill/HB5101/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5101
87953,36,HB5102,1,Introduced,2009-06-16,"Communications; cellular telephone; termination of cellular telephone contracts by certain active military personnel; allow. Creates new act.","Communications; cellular telephone; termination of cellular telephone contracts by certain active military personnel; allow. Creates new act.",846,"Senate Senior Citizens & Veterans Affairs",2009-09-15,"Referred To Committee On Senior Citizens And Veterans Affairs",https://legiscan.com/MI/bill/HB5102/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5102
87954,36,HB5103,1,Introduced,2009-06-16,"Human services; fraud; use of public assistance data cross-referenced with certain state employment tax data; allow. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 57v.","Human services; fraud; use of public assistance data cross-referenced with certain state employment tax data; allow. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 57v.",819,"House Families And Children's Services",2009-06-17,"Printed Bill Filed 06/17/2009",https://legiscan.com/MI/bill/HB5103/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5103
87955,36,HB5104,1,Introduced,2009-06-16,"Gaming; other; maximum value of coupons awarded for a redemption game; modify. Amends sec. 310b of 1931 PA 328 (MCL 750.310b).","Gaming; other; maximum value of coupons awarded for a redemption game; modify. Amends sec. 310b of 1931 PA 328 (MCL 750.310b).",895,"House Regulatory Reform",2009-06-17,"Printed Bill Filed 06/17/2009",https://legiscan.com/MI/bill/HB5104/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5104
87956,36,HB5105,4,Passed,2009-12-31,"Insurance; no-fault; coverage or reimbursement for chiropractic service; limit. Amends sec. 3107b of 1956 PA 218 (MCL 500.3107b). TIE BAR WITH: HB 5091'09, SB 0968'09, SB 0970'09, SB 0971'09, SB 0972'09, SB 0973'09","Insurance; no-fault; coverage or reimbursement for chiropractic service; limit. Amends sec. 3107b of 1956 PA 218 (MCL 500.3107b). TIE BAR WITH: HB 5091'09, SB 0968'09, SB 0970'09, SB 0971'09, SB 0972'09, SB 0973'09",0,,2009-12-31,"Assigned Pa 222'09 With Immediate Effect 2009 Addenda",https://legiscan.com/MI/bill/HB5105/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5105
87957,36,HB5106,1,Introduced,2009-06-16,"Insurance; health care corporations; coverage or reimbursement for chiropractic service; limit. Amends secs. 502 & 502a of 1980 PA 350 (MCL 550.1502 & 550.1502a).","Insurance; health care corporations; coverage or reimbursement for chiropractic service; limit. Amends secs. 502 & 502a of 1980 PA 350 (MCL 550.1502 & 550.1502a).",894,"House Insurance",2009-06-17,"Printed Bill Filed 06/17/2009",https://legiscan.com/MI/bill/HB5106/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5106
87958,36,HB5107,1,Introduced,2009-06-16,"Insurance; prudent purchaser agreements; coverage or reimbursement for chiropractic service; limit. Amends sec. 3 of 1984 PA 233 (MCL 550.53).","Insurance; prudent purchaser agreements; coverage or reimbursement for chiropractic service; limit. Amends sec. 3 of 1984 PA 233 (MCL 550.53).",894,"House Insurance",2009-06-17,"Printed Bill Filed 06/17/2009",https://legiscan.com/MI/bill/HB5107/2009,http://legislature.mi.gov/doc.aspx?2009-HB-5107
