bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
681723,1135,HB4001,4,Passed,2016-12-31,"Labor; hours and wages; prevailing wage; eliminate. Repeals 1965 PA 166 (MCL 408.551 - 408.558).","Labor; hours and wages; prevailing wage; eliminate. Repeals 1965 PA 166 (MCL 408.551 - 408.558).",0,,2016-12-31,"Reported With Recommendation Without Amendment",https://legiscan.com/MI/bill/HB4001/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4001
776576,1135,HB4556,4,Passed,2015-07-14,"Local government; other; distribution of local community stabilization authority act share revenues; modify. Amends secs. 5, 13, 14, 17, 19 & 20 of 2014 PA 86 (MCL 123.1345 et seq.).","Local government; other; distribution of local community stabilization authority act share revenues; modify. Amends secs. 5, 13, 14, 17, 19 & 20 of 2014 PA 86 (MCL 123.1345 et seq.).",0,,2015-07-14,"Assigned Pa 122'15 With Immediate Effect",https://legiscan.com/MI/bill/HB4556/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4556
776519,1135,HB4557,4,Passed,2015-07-14,"Economic development; plant rehabilitation; plant rehabilitation act; modify certain exemptions. Amends sec. 11a of 1974 PA 198 (MCL 207.561a).","Economic development; plant rehabilitation; plant rehabilitation act; modify certain exemptions. Amends sec. 11a of 1974 PA 198 (MCL 207.561a).",0,,2015-07-14,"Assigned Pa 123'15 With Immediate Effect",https://legiscan.com/MI/bill/HB4557/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4557
776565,1135,HB4558,4,Passed,2015-07-14,"Use tax; rate; local community stabilization share tax rate; modify. Amends sec. 3 of 1937 PA 94 (MCL 205.93).","Use tax; rate; local community stabilization share tax rate; modify. Amends sec. 3 of 1937 PA 94 (MCL 205.93).",0,,2015-07-14,"Assigned Pa 124'15 With Immediate Effect",https://legiscan.com/MI/bill/HB4558/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4558
777393,1135,HB4559,1,Introduced,2015-05-07,"Economic development; economic development corporations; certain funds of the Michigan strategic fund; require to be appropriated. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding sec. 15.","Economic development; economic development corporations; certain funds of the Michigan strategic fund; require to be appropriated. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding sec. 15.",889,"House Appropriations",2015-05-12,"Printed Bill Filed 05/08/2015",https://legiscan.com/MI/bill/HB4559/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4559
777313,1135,HB4560,1,Introduced,2015-05-07,"Insurance; no-fault; money held by the Michigan catastrophic claims association; allow for appropriation for highway purposes. Amends secs. 134 & 3104 of 1956 PA 218 (MCL 500.134 & 500.3104).","Insurance; no-fault; money held by the Michigan catastrophic claims association; allow for appropriation for highway purposes. Amends secs. 134 & 3104 of 1956 PA 218 (MCL 500.134 & 500.3104).",894,"House Insurance",2015-05-12,"Printed Bill Filed 05/08/2015",https://legiscan.com/MI/bill/HB4560/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4560
777442,1135,HB4561,1,Introduced,2015-05-07,"Courts; juries; juror compensation; increase. Amends sec. 1344 of 1961 PA 236 (MCL 600.1344).","Courts; juries; juror compensation; increase. Amends sec. 1344 of 1961 PA 236 (MCL 600.1344).",0,,2016-09-13,"Referred To Second Reading",https://legiscan.com/MI/bill/HB4561/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4561
777282,1135,HB4562,4,Passed,2015-12-01,"Highways; name; portion of M-37; designate as the ""Brian Derks Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2080) by adding sec. 24a.","Highways; name; portion of M-37; designate as the ""Brian Derks Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2080) by adding sec. 24a.",0,,2015-12-01,"Assigned Pa 196'15 With Immediate Effect",https://legiscan.com/MI/bill/HB4562/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4562
777456,1135,HB4563,4,Passed,2015-12-31,"Townships; financing; contracting for services to assist victims of domestic or sexual violence; authorize. Amends sec. 110c of 1846 RS 16 (MCL 41.110c).","Townships; financing; contracting for services to assist victims of domestic or sexual violence; authorize. Amends sec. 110c of 1846 RS 16 (MCL 41.110c).",0,,2015-12-31,"Assigned Pa 248'15 With Immediate Effect 2015 Addenda",https://legiscan.com/MI/bill/HB4563/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4563
777361,1135,HB4564,1,Introduced,2015-05-07,"Weapons; other; transportation requirements for firearms; modify. Amends secs. 40111 & 43513 of 1994 PA 451 (MCL 324.40111 & 324.43513).","Weapons; other; transportation requirements for firearms; modify. Amends secs. 40111 & 43513 of 1994 PA 451 (MCL 324.40111 & 324.43513).",821,"House Judiciary",2015-05-12,"Printed Bill Filed 05/08/2015",https://legiscan.com/MI/bill/HB4564/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4564
777344,1135,HB4565,1,Introduced,2015-05-07,"Weapons; firearms; certain requirements regarding transportation of firearms; modify. Amends secs. 227d, 231a & 234f of 1931 PA 328 (MCL 750.227d et seq.).","Weapons; firearms; certain requirements regarding transportation of firearms; modify. Amends secs. 227d, 231a & 234f of 1931 PA 328 (MCL 750.227d et seq.).",821,"House Judiciary",2015-05-12,"Printed Bill Filed 05/08/2015",https://legiscan.com/MI/bill/HB4565/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4565
777471,1135,HB4566,1,Introduced,2015-05-07,"Sales tax; distribution; portion of sales tax revenue; earmark to transportation fund. Amends sec. 25 of 1933 PA 167 (MCL 205.75).","Sales tax; distribution; portion of sales tax revenue; earmark to transportation fund. Amends sec. 25 of 1933 PA 167 (MCL 205.75).",889,"House Appropriations",2015-05-12,"Printed Bill Filed 05/08/2015",https://legiscan.com/MI/bill/HB4566/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4566
777426,1135,HB4567,1,Introduced,2015-05-07,"Education; facilities; jurisdiction of superintendent of public instruction over approval of public school buildings and sites; clarify. Amends sec. 1263 of 1976 PA 451 (MCL 380.1263).","Education; facilities; jurisdiction of superintendent of public instruction over approval of public school buildings and sites; clarify. Amends sec. 1263 of 1976 PA 451 (MCL 380.1263).",2834,"House Transportation And Infrastructure",2015-05-12,"Printed Bill Filed 05/08/2015",https://legiscan.com/MI/bill/HB4567/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4567
777328,1135,HB4568,4,Passed,2015-06-16,"Traffic control; other; disposition of commercial look-up service fees; extend sunset. Amends secs. 80130, 80315, 81114 & 82156 of 1994 PA 451 (MCL 324.80130 et seq.).","Traffic control; other; disposition of commercial look-up service fees; extend sunset. Amends secs. 80130, 80315, 81114 & 82156 of 1994 PA 451 (MCL 324.80130 et seq.).",0,,2015-06-16,"Assigned Pa 77'15 With Immediate Effect",https://legiscan.com/MI/bill/HB4568/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4568
777409,1135,HB4569,4,Passed,2015-06-16,"Vehicles; registration; vehicle registration tax credited to transportation administration collection fund; extend sunset. Amends secs. 801, 802, 803b, 803r, 804, 806, 809, 811e & 811h of 1949 PA 300 (MCL 257.801 et seq.).","Vehicles; registration; vehicle registration tax credited to transportation administration collection fund; extend sunset. Amends secs. 801, 802, 803b, 803r, 804, 806, 809, 811e & 811h of 1949 PA 300 (MCL 257.801 et seq.).",0,,2015-06-16,"Assigned Pa 78'15 With Immediate Effect",https://legiscan.com/MI/bill/HB4569/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4569
778532,1135,HB4570,1,Introduced,2015-05-12,"Education; financing; definition of turbine for purposes of industrial personal property exemption from school operating millage; provide for. Amends sec. 1211 of 1976 PA 451 (MCL 380.1211).","Education; financing; definition of turbine for purposes of industrial personal property exemption from school operating millage; provide for. Amends sec. 1211 of 1976 PA 451 (MCL 380.1211).",899,"House Government Operations",2015-05-13,"Printed Bill Filed 05/13/2015",https://legiscan.com/MI/bill/HB4570/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4570
778469,1135,HB4571,1,Introduced,2015-05-12,"Economic development; plant rehabilitation; definition of turbine; provide for. Amends sec. 2 of 1974 PA 198 (MCL 207.552).","Economic development; plant rehabilitation; definition of turbine; provide for. Amends sec. 2 of 1974 PA 198 (MCL 207.552).",899,"House Government Operations",2015-05-13,"Printed Bill Filed 05/13/2015",https://legiscan.com/MI/bill/HB4571/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4571
778547,1135,HB4572,1,Introduced,2015-05-12,"Michigan business tax; credits; definition of turbine in eligible personal property tax credit; provide for. Amends sec. 413 of 2007 PA 36 (MCL 208.1413).","Michigan business tax; credits; definition of turbine in eligible personal property tax credit; provide for. Amends sec. 413 of 2007 PA 36 (MCL 208.1413).",899,"House Government Operations",2015-05-13,"Printed Bill Filed 05/13/2015",https://legiscan.com/MI/bill/HB4572/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4572
778466,1135,HB4573,1,Introduced,2015-05-12,"Property tax; exemptions; definition of turbine; provide for. Amends sec. 2 of 1993 PA 331 (MCL 211.902).","Property tax; exemptions; definition of turbine; provide for. Amends sec. 2 of 1993 PA 331 (MCL 211.902).",899,"House Government Operations",2015-05-13,"Printed Bill Filed 05/13/2015",https://legiscan.com/MI/bill/HB4573/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4573
778550,1135,HB4574,1,Introduced,2015-05-12,"Transportation; other; fee waiver for use of public transit by veterans with identification cards; provide for. Creates new act.","Transportation; other; fee waiver for use of public transit by veterans with identification cards; provide for. Creates new act.",2834,"House Transportation And Infrastructure",2015-05-13,"Printed Bill Filed 05/13/2015",https://legiscan.com/MI/bill/HB4574/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4574
778498,1135,HB4575,1,Introduced,2015-05-12,"Public utilities; electric utilities; Michigan electric infrastructure act; create. Creates new act.","Public utilities; electric utilities; Michigan electric infrastructure act; create. Creates new act.",0,,2015-11-10,"Referred To Second Reading",https://legiscan.com/MI/bill/HB4575/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4575
778459,1135,HB4576,1,Introduced,2015-05-12,"State; symbol; B-24 Liberator; designate as the official state airplane. Creates new act.","State; symbol; B-24 Liberator; designate as the official state airplane. Creates new act.",899,"House Government Operations",2015-05-13,"Printed Bill Filed 05/13/2015",https://legiscan.com/MI/bill/HB4576/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4576
778516,1135,HB4577,4,Passed,2016-04-12,"Traffic control; driver license; renewal of unexpired seasonal restricted commercial driver licenses; allow. Amends sec. 312f of 1949 PA 300 (MCL 257.312f).","Traffic control; driver license; renewal of unexpired seasonal restricted commercial driver licenses; allow. Amends sec. 312f of 1949 PA 300 (MCL 257.312f).",0,,2016-04-12,"Assigned Pa 58'16 With Immediate Effect",https://legiscan.com/MI/bill/HB4577/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4577
778478,1135,HB4578,4,Passed,2016-07-13,"Local government; authorities; recreational authorities act; revise to include school districts. Amends sec. 3 of 2000 PA 321 (MCL 123.1133). TIE BAR WITH: SB 0481'15","Local government; authorities; recreational authorities act; revise to include school districts. Amends sec. 3 of 2000 PA 321 (MCL 123.1133). TIE BAR WITH: SB 0481'15",0,,2016-07-13,"Assigned Pa 174'16 With Immediate Effect",https://legiscan.com/MI/bill/HB4578/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4578
778493,1135,HB4579,1,Introduced,2015-05-12,"Worker's compensation; definitions; religious organizations subject to worker's compensation laws; clarify under certain circumstances. Amends sec. 115 of 1969 PA 317 (MCL 418.115).","Worker's compensation; definitions; religious organizations subject to worker's compensation laws; clarify under certain circumstances. Amends sec. 115 of 1969 PA 317 (MCL 418.115).",3163,"House Commerce And Trade",2015-05-13,"Printed Bill Filed 05/13/2015",https://legiscan.com/MI/bill/HB4579/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4579
778486,1135,HB4580,4,Passed,2016-12-13,"Property tax; exemptions; revocation of certain abatements; allow. Amends sec. 9f of 1893 PA 206 (MCL 211.9f).","Property tax; exemptions; revocation of certain abatements; allow. Amends sec. 9f of 1893 PA 206 (MCL 211.9f).",0,,2016-12-13,"Assigned Pa 329'16 With Immediate Effect",https://legiscan.com/MI/bill/HB4580/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4580
778505,1135,HB4581,4,Passed,2015-12-31,"Liquor; authorized distribution agents; cap on the per case fee that the commission pays to a vendor to offset cost of vendor contracting with an authorized distribution agent; increase. Amends sec. 205 of 1998 PA 58 (MCL 436.1205).","Liquor; authorized distribution agents; cap on the per case fee that the commission pays to a vendor to offset cost of vendor contracting with an authorized distribution agent; increase. Amends sec. 205 of 1998 PA 58 (MCL 436.1205).",0,,2015-12-31,"Assigned Pa 246'15 With Immediate Effect 2015 Addenda",https://legiscan.com/MI/bill/HB4581/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4581
778447,1135,HB4582,1,Introduced,2015-05-12,"Health occupations; physicians; licensing process; modify to incorporate interstate medical licensure compact. Amends secs. 17001 & 17501 of 1978 PA 368 (MCL 333.17001 & 333.17501) & adds secs. 17011a & 17511a. TIE BAR WITH: HB 4583'15","Health occupations; physicians; licensing process; modify to incorporate interstate medical licensure compact. Amends secs. 17001 & 17501 of 1978 PA 368 (MCL 333.17001 & 333.17501) & adds secs. 17011a & 17511a. TIE BAR WITH: HB 4583'15",839,"Senate Health Policy",2016-02-03,"Referred To Committee On Health Policy",https://legiscan.com/MI/bill/HB4582/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4582
778455,1135,HB4583,1,Introduced,2015-05-12,"Health occupations; physicians; interstate medical licensure compact; create. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 16189. TIE BAR WITH: HB 4582'15","Health occupations; physicians; interstate medical licensure compact; create. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 16189. TIE BAR WITH: HB 4582'15",839,"Senate Health Policy",2016-02-03,"Referred To Committee On Health Policy",https://legiscan.com/MI/bill/HB4583/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4583
778481,1135,HB4584,1,Introduced,2015-05-12,"Civil procedure; civil actions; uniform foreign-country money judgments recognition act; amend to exclude foreign defamation judgments. Amends sec. 3 of 2008 PA 20 (MCL 691.1133). TIE BAR WITH: HB 4581'15","Civil procedure; civil actions; uniform foreign-country money judgments recognition act; amend to exclude foreign defamation judgments. Amends sec. 3 of 2008 PA 20 (MCL 691.1133). TIE BAR WITH: HB 4581'15",821,"House Judiciary",2015-05-13,"Printed Bill Filed 05/13/2015",https://legiscan.com/MI/bill/HB4584/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4584
778544,1135,HB4585,1,Introduced,2015-05-12,"Civil procedure; defenses; foreign judgments; provide protection against certain defamation judgments. Ceates new act. TIE BAR WITH: HB 4584'15","Civil procedure; defenses; foreign judgments; provide protection against certain defamation judgments. Ceates new act. TIE BAR WITH: HB 4584'15",821,"House Judiciary",2015-05-13,"Printed Bill Filed 05/13/2015",https://legiscan.com/MI/bill/HB4585/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4585
778522,1135,HB4586,1,Introduced,2015-05-12,"Traffic control; traffic regulation; maximum gross vehicle weight limits for trucks; revise. Amends secs. 719 & 722 of 1949 PA 300 (MCL 257.719 & 257.722).","Traffic control; traffic regulation; maximum gross vehicle weight limits for trucks; revise. Amends secs. 719 & 722 of 1949 PA 300 (MCL 257.719 & 257.722).",2834,"House Transportation And Infrastructure",2015-05-13,"Printed Bill Filed 05/13/2015",https://legiscan.com/MI/bill/HB4586/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4586
778525,1135,HB4587,1,Introduced,2015-05-12,"Civil procedure; other; claims of patent infringement made in bad faith; prohibit, and provide remedies for. Creates new act.","Civil procedure; other; claims of patent infringement made in bad faith; prohibit, and provide remedies for. Creates new act.",821,"House Judiciary",2015-05-13,"Printed Bill Filed 05/13/2015",https://legiscan.com/MI/bill/HB4587/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4587
778909,1135,HB4588,4,Passed,2016-11-29,"Law enforcement; colleges and universities; off-campus law enforcement by private college security officers; allow under certain circumstances. Amends secs. 37 & 39 of 1968 PA 330 (MCL 338.1087 & 338.1089) & adds sec. 37a.","Law enforcement; colleges and universities; off-campus law enforcement by private college security officers; allow under certain circumstances. Amends secs. 37 & 39 of 1968 PA 330 (MCL 338.1087 & 338.1089) & adds sec. 37a.",0,,2016-11-29,"Assigned Pa 324'16 With Immediate Effect",https://legiscan.com/MI/bill/HB4588/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4588
778847,1135,HB4589,1,Introduced,2015-05-13,"Elections; election officials; modifying the nominating petition filing deadline for candidates for city offices; authorize under certain circumstances. Amends sec. 644f of 1954 PA 116 (MCL 168.644f).","Elections; election officials; modifying the nominating petition filing deadline for candidates for city offices; authorize under certain circumstances. Amends sec. 644f of 1954 PA 116 (MCL 168.644f).",0,,2015-09-17,"Re-referred To Committee On Elections",https://legiscan.com/MI/bill/HB4589/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4589
778886,1135,HB4590,1,Introduced,2015-05-13,"Weapons; firearms; license or background check for purchase of firearms; require. Amends secs. 2, 2a, 2b, 12 & 14a of 1927 PA 372 (MCL 28.422 et seq.).","Weapons; firearms; license or background check for purchase of firearms; require. Amends secs. 2, 2a, 2b, 12 & 14a of 1927 PA 372 (MCL 28.422 et seq.).",821,"House Judiciary",2015-05-14,"Printed Bill Filed 05/14/2015",https://legiscan.com/MI/bill/HB4590/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4590
778864,1135,HB4591,1,Introduced,2015-05-13,"Weapons; firearms; references to pistol in penal code; update Amends secs. 223 & 232a of 1931 PA 328 (MCL 750.223 & 750.232a). TIE BAR WITH: HB 4590'15","Weapons; firearms; references to pistol in penal code; update Amends secs. 223 & 232a of 1931 PA 328 (MCL 750.223 & 750.232a). TIE BAR WITH: HB 4590'15",821,"House Judiciary",2015-05-14,"Printed Bill Filed 05/14/2015",https://legiscan.com/MI/bill/HB4591/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4591
778902,1135,HB4592,1,Introduced,2015-05-13,"Weapons; firearms; references in sentencing guidelines; update. Amends secs. 11b & 16m, ch. XVII of 1927 PA 175 (MCL 777.11b & 777.16m). TIE BAR WITH: HB 4590'15","Weapons; firearms; references in sentencing guidelines; update. Amends secs. 11b & 16m, ch. XVII of 1927 PA 175 (MCL 777.11b & 777.16m). TIE BAR WITH: HB 4590'15",821,"House Judiciary",2015-05-14,"Printed Bill Filed 05/14/2015",https://legiscan.com/MI/bill/HB4592/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4592
778851,1135,HB4593,1,Introduced,2015-05-13,"Weapons; licensing; concealed pistol license application and licensing fee; provide exemption for veterans. Amends secs. 5b & 5l of 1927 PA 372 (MCL 28.425b & 28.425l).","Weapons; licensing; concealed pistol license application and licensing fee; provide exemption for veterans. Amends secs. 5b & 5l of 1927 PA 372 (MCL 28.425b & 28.425l).",889,"House Appropriations",2015-05-14,"Printed Bill Filed 05/14/2015",https://legiscan.com/MI/bill/HB4593/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4593
778896,1135,HB4594,4,Passed,2015-12-18,"School aid; other; shared time participation and reimbursement; expand to kindergarten. Amends sec. 166b of 1979 PA 94 (MCL 388.1766b).","School aid; other; shared time participation and reimbursement; expand to kindergarten. Amends sec. 166b of 1979 PA 94 (MCL 388.1766b).",0,,2015-12-18,"Assigned Pa 222'15 With Immediate Effect",https://legiscan.com/MI/bill/HB4594/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4594
778857,1135,HB4595,1,Introduced,2015-05-13,"Holidays; other; ""Fred Korematsu Day""; designate as January 30. Amends title of 2003 PA 225 (MCL 435.301 - 435.303) & adds sec. 4.","Holidays; other; ""Fred Korematsu Day""; designate as January 30. Amends title of 2003 PA 225 (MCL 435.301 - 435.303) & adds sec. 4.",899,"House Government Operations",2015-05-14,"Printed Bill Filed 05/14/2015",https://legiscan.com/MI/bill/HB4595/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4595
778873,1135,HB4596,4,Passed,2015-12-31,"Campaign finance; statements and reports; requirement for filing statement of a committee of an incumbent judge or justice elected or appointed; provide waiver. Amends sec. 24 of 1976 PA 388 (MCL 169.224). TIE BAR WITH: HB 4597'15","Campaign finance; statements and reports; requirement for filing statement of a committee of an incumbent judge or justice elected or appointed; provide waiver. Amends sec. 24 of 1976 PA 388 (MCL 169.224). TIE BAR WITH: HB 4597'15",0,,2015-12-31,"Assigned Pa 238'15 With Immediate Effect 2015 Addenda",https://legiscan.com/MI/bill/HB4596/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4596
778877,1135,HB4597,4,Passed,2015-12-31,"Campaign finance; statements and reports; reporting and disclosure of certain candidates' expenditures; modify. Amends sec. 33 of 1976 PA 388 (MCL 169.233). TIE BAR WITH: HB 4596'15","Campaign finance; statements and reports; reporting and disclosure of certain candidates' expenditures; modify. Amends sec. 33 of 1976 PA 388 (MCL 169.233). TIE BAR WITH: HB 4596'15",0,,2015-12-31,"Assigned Pa 239'15 With Immediate Effect 2015 Addenda",https://legiscan.com/MI/bill/HB4597/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4597
779371,1135,HB4598,4,Passed,2016-12-31,"Health occupations; health care professionals; midwives; provide for licensing and regulation. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 16326 & pt. 171.","Health occupations; health care professionals; midwives; provide for licensing and regulation. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 16326 & pt. 171.",0,,2016-12-31,"Assigned Pa 417'16 With Immediate Effect",https://legiscan.com/MI/bill/HB4598/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4598
779353,1135,HB4599,1,Introduced,2015-05-14,"Probate; wills and estates; designation of funeral representative to make disposition arrangements for decedent; allow. Amends secs. 3206, 3207, 3208, 3209 & 3614 of 1998 PA 386 (MCL 700.3206 et seq.).","Probate; wills and estates; designation of funeral representative to make disposition arrangements for decedent; allow. Amends secs. 3206, 3207, 3208, 3209 & 3614 of 1998 PA 386 (MCL 700.3206 et seq.).",821,"House Judiciary",2015-05-19,"Printed Bill Filed 05/15/2015",https://legiscan.com/MI/bill/HB4599/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4599
779331,1135,HB4600,1,Introduced,2015-05-14,"Traffic control; driver license; do-not-resuscitate (DNR) and no-heroic-measures (NHM) designations on driver license; allow. Amends sec. 310 of 1949 PA 300 (MCL 257.310).","Traffic control; driver license; do-not-resuscitate (DNR) and no-heroic-measures (NHM) designations on driver license; allow. Amends sec. 310 of 1949 PA 300 (MCL 257.310).",2834,"House Transportation And Infrastructure",2015-05-19,"Printed Bill Filed 05/15/2015",https://legiscan.com/MI/bill/HB4600/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4600
779438,1135,HB4601,1,Introduced,2015-05-14,"Transportation; motor fuel tax; tax on gasoline and diesel fuel; increase, and provide for phase in. Amends sec. 8 of 2000 PA 403 (MCL 207.1008).","Transportation; motor fuel tax; tax on gasoline and diesel fuel; increase, and provide for phase in. Amends sec. 8 of 2000 PA 403 (MCL 207.1008).",825,"House Tax Policy",2015-05-19,"Printed Bill Filed 05/15/2015",https://legiscan.com/MI/bill/HB4601/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4601
779434,1135,HB4602,1,Introduced,2015-05-14,"Education; employees; nonteaching positions earning tenure; prohibit. Amends sec. 1, art I, secs. 1 & 3b, art. II & sec. 1, art. III of 1937 (Ex Sess) PA 4 (MCL 38.71 et seq.).","Education; employees; nonteaching positions earning tenure; prohibit. Amends sec. 1, art I, secs. 1 & 3b, art. II & sec. 1, art. III of 1937 (Ex Sess) PA 4 (MCL 38.71 et seq.).",818,"House Education",2015-05-19,"Printed Bill Filed 05/15/2015",https://legiscan.com/MI/bill/HB4602/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4602
779401,1135,HB4603,1,Introduced,2015-05-14,"Education; adult; school district graduation rate reporting; remove adult education and alternative education from statistics. Amends secs. 6 & 19 of 1979 PA 94 (MCL 388.1606 & 388.1619).","Education; adult; school district graduation rate reporting; remove adult education and alternative education from statistics. Amends secs. 6 & 19 of 1979 PA 94 (MCL 388.1606 & 388.1619).",818,"House Education",2015-05-19,"Printed Bill Filed 05/15/2015",https://legiscan.com/MI/bill/HB4603/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4603
779337,1135,HB4604,4,Passed,2016-01-27,"Natural resources; soil and erosion; soil erosion and sedimentation permit process; provide exemption for certain agricultural practices. Amends sec. 9115a of 1994 PA 451 (MCL 324.9115a).","Natural resources; soil and erosion; soil erosion and sedimentation permit process; provide exemption for certain agricultural practices. Amends sec. 9115a of 1994 PA 451 (MCL 324.9115a).",0,,2016-01-27,"Assigned Pa 2'16 With Immediate Effect",https://legiscan.com/MI/bill/HB4604/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4604
779377,1135,HB4605,1,Introduced,2015-05-14,"Individual income tax; administration; income tax revenue portion of the general fund; earmark to the transportation fund. Amends sec. 51 of 1967 PA 281 (MCL 206.51).","Individual income tax; administration; income tax revenue portion of the general fund; earmark to the transportation fund. Amends sec. 51 of 1967 PA 281 (MCL 206.51).",838,"Senate Government Operations",2015-06-11,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HB4605/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4605
779317,1135,HB4606,1,Introduced,2015-05-14,"Sales tax; distribution; portion of sales tax revenue; earmark to transportation fund. Amends sec. 25 of 1933 PA 167 (MCL 205.75).","Sales tax; distribution; portion of sales tax revenue; earmark to transportation fund. Amends sec. 25 of 1933 PA 167 (MCL 205.75).",838,"Senate Government Operations",2015-06-11,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HB4606/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4606
779405,1135,HB4607,1,Introduced,2015-05-14,"State financing and management; funds; 21st century jobs fund; allow certain amount to be appropriated to the Michigan transportation fund. Amends secs. 7 & 8 of 2000 PA 489 (MCL 12.257 & 12.258).","State financing and management; funds; 21st century jobs fund; allow certain amount to be appropriated to the Michigan transportation fund. Amends secs. 7 & 8 of 2000 PA 489 (MCL 12.257 & 12.258).",838,"Senate Government Operations",2015-06-11,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HB4607/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4607
779450,1135,HB4608,1,Introduced,2015-05-14,"Economic development; Michigan strategic fund; certain amount to be appropriated to Michigan transportation fund; allow. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding sec. 15.","Economic development; Michigan strategic fund; certain amount to be appropriated to Michigan transportation fund; allow. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding sec. 15.",838,"Senate Government Operations",2015-06-11,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HB4608/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4608
779303,1135,HB4609,1,Introduced,2015-05-14,"Individual income tax; credit; earned income tax credit; eliminate. Amends sec. 272 of 1967 PA 281 (MCL 206.272). TIE BAR WITH: HB 4605'15","Individual income tax; credit; earned income tax credit; eliminate. Amends sec. 272 of 1967 PA 281 (MCL 206.272). TIE BAR WITH: HB 4605'15",0,,2015-07-15,"Referred To Committee Of The Whole With Substitute S-1",https://legiscan.com/MI/bill/HB4609/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4609
